AA.DAfN,AW,DOI,F.FN
"Marche Polytechnic University;; Marche Polytechnic University;; Marche Polytechnic University;; Istituto per le Tecnologie Applicate ai Beni Culturali CNR;; Istituto per le Tecnologie Applicate ai Beni Culturali CNR","chan;; wide;; archaeological;; site;; located;; peru;; knowledge;; limited;; visit;; palacio;; tschudi;; restored;; now;; whilst;; majority;; remains;; unknown;; visitors;; reasons;; manifold;; large;; difficult;; conserved;; architectures;; huaca;; arco;; iris;; far;; core;; centre;; furthermore;; heavy;; factors;; decay;; mainly;; caused;; illegal;; excavations;; marine;; salt;; devastating;; phenomenon;; nino;; decorative;; elements;; protected;; mud;; brick;; walls;; finally;; vastness;; buildings;; makes;; understand;; real;; value;; even;; direct;; order;; overcome;; aforesaid;; problems;; designed;; developed;; realized;; museum;; exhibition;; presented;; paper;; named;; esquina;; multimedia;; installation;; every;; corner;; aimed;; solve;; specific;; problem;; providing;; tourists;; interactive;; enjoyable;; applications;; virtual;; tour;; allows;; reaching;; unreachable;; areas;; augmented;; reality;; ar;; application;; show;; ancient;; artefacts;; covered;; earth;; web;; browser;; specifically;; bas;; reliefs;; hd;; visualization;; anaglyph;; stereoscopic;; view;; 3d;; model;; both;; structures;; same;; time;; wall;; mounted;; panel;; representing;; metric;; reconstruction;; building;; helps;; user;; find;; artefact;; position;; descriptions;; hardware;; components;; software;; details;; focus;; regarding;; implementation;; arguing;; digital;; approach;; represent;; answer;; towards;; full;; exploitation;; sites;; deals;; tool;; display;; browse;; models","10.4995/var.2016.5904","world wide web;; visualization;; virtual tour;; software;; exhibition;; excavation;; cultural heritage;; computer science;; computer graphics images;; augmented reality;; anaglyph 3d"
"University of Valladolid;; University of Valladolid;; University of Valladolid;; University of Valladolid","convent;; santa;; clara;; toro;; zamora;; founded;; mid;; 13;; th;; century;; destruction;; castilian;; civil;; struggles;; last;; years;; fabric;; rebuilt;; inhabited;; again;; clarissan;; nuns;; still;; occupy;; architecture;; corresponds;; part;; early;; 14;; rebuilding;; even;; though;; concealed;; works;; carried;; 16;; 18;; centuries;; so;; apparently;; baroque;; complex;; 1950s;; choir;; medieval;; hidden;; structure;; set;; wall;; paintings;; 14thcentury;; brought;; light;; one;; important;; gothic;; period;; ever;; found;; castile;; immediately;; detached;; walls;; sold;; combination;; circumstances;; came;; back;; installed;; another;; building;; church;; san;; sebastian;; caballeros;; transformed;; museum;; consequence;; operations;; arrangement;; sense;; lost;; virtual;; three;; dimensional;; 3d;; reconstruction;; deep;; criticism;; historical;; sources;; close;; inspection;; photogrammetric;; recording;; original;; room;; once;; occupied;; enables;; us;; place;; context;; rendering;; techniques;; recovering;; exciting;; spaces;; female;; devotion","10.4995/var.2016.5983","rendering;; painting;; museology;; humanities;; cultural heritage;; criticism;; choir;; baroque;; art history;; art;; architecture"
"University of Seville;; University of MÃ¡laga;; University of Seville","sistemas;; vuelo;; tripulados;; conocidos;; coloquialmente;; como;; drones;; estan;; introduciendose;; progresivamente;; trabajos;; profesionales;; y;; investigacion;; traves;; experimentacion;; ventajas;; que;; implica;; su;; utilizacion;; resulta;; evidente;; comprobar;; potencia;; imagenes;; obtenidas;; por;; equipos;; incorporan;; herramientas;; filmacion;; fotografia;; asi;; reduccion;; costes;; economicos;; para;; documentacion;; bienes;; patrimoniales;; destaca;; potencial;; erigirse;; herramienta;; clave;; conocimiento;; naturaleza;; fisica;; territorio;; tanto;; nivel;; macroscopico;; tejido;; urbano;; espacios;; naturales;; niveles;; proximidad;; ineditos;; material;; solares;; inmuebles","10.4995/var.2014.4181","political science;; humanities;; cultural heritage"
"University of Seville;; Agricultura y Ensayo S.L.;; University of Seville;; University of Seville","lo;; largo;; historia;; ser;; humano;; maquinaria;; agricola;; ha;; sido;; parte;; inseparable;; su;; evolucion;; socio;; cultural;; dando;; lugar;; interconexion;; conocimiento;; rural;; entre;; diferentes;; culturas;; y;; civilizaciones;; esto;; unido;; tanto;; necesidades;; particulares;; cada;; asentamiento;; como;; al;; tecnologia;; tuvo;; consecuencia;; aparicion;; gran;; variedad;; aperos;; labranza;; uno;; cuales;; realizaba;; perfectamente;; mision;; para;; que;; habia;; fabricado;; presente;; estudio;; analizaron;; total;; tres;; sembradora;; arado;; vertedera;; desbrozadora;; basicos;; desarrollo;; cualquier;; comunidad;; traves;; categorias;; crono;; arqueologicas;; con;; fin;; ver;; relacion;; existente;; tecnologico;; sus;; caracteristicas;; ergonomicas;; resultados;; muestran;; primeros;; instrumentos;; disenados;; utilizados;; por;; hombre;; mantienen;; mismo;; principio;; basico;; diseno;; han;; existido;; aunque;; inclusion;; pequenas;; modificaciones;; original;; tenido;; lenta;; pero;; constante;; tiempo;; uso;; software;; 3d;; muy;; importante;; este","10.4995/var.2014.4182","humanities;; art;; 3d design"
"University of Seville;; University of Seville","modelado;; informacion;; para;; construccion;; bim;; ha;; convertido;; actualmente;; sistema;; colaborativo;; que;; beneficia;; enormemente;; industrias;; involucradas;; sector;; aec;; esencia;; es;; ser;; nucleo;; contenedor;; con;; grafica;; y;; alfanumerica;; donde;; cada;; disciplina;; participativa;; vuelca;; sus;; conocimientos;; adaptarse;; singularidades;; edificio;; forma;; coordinada;; demas;; agentes;; intervinientes;; si;; este;; mismo;; escenario;; lo;; trasladamos;; al;; patrimonio;; veremos;; necesidades;; seran;; mismas;; arqueologo;; arquitecto;; historiador;; ingeniero;; o;; restaurador;; encuentran;; misma;; encrucijada;; hora;; trasmitir;; hipotesis;; someterlas;; debate;; antes;; aprobacion;; articulo;; expondra;; metodologia;; eficaz;; implementar;; estudio;; estratigrafico;; paramentos;; intencion;; volcar;; recabada;; fase;; auscultacion;; unico;; modelo;; grafico;; operativo;; desde;; diferentes;; disciplinas;; permita;; interoperacionalizar;; datos;; evitando;; duplicaciones;; superfluas;; contradictorias;; constituira;; proyecto;; intervencion;; sustentado;; patrimonial;; historico;; podemos;; denominar;; hbim","10.4995/var.2014.4183","humanities;; art"
"Tecnalia Research & Innovation Centre - ICT-ESI Division;; Tecnalia Research & Innovation Centre - ICT-ESI Division;; Tecnalia Research & Innovation Centre - ICT-ESI Division","dentro;; espacios;; museisticos;; y;; centros;; interpretacion;; cuyas;; funciones;; principales;; es;; preservacion;; divulgacion;; recursos;; historicos;; importante;; conectar;; con;; publico;; visitante;; unas;; formas;; comunicacion;; modernas;; accesibles;; interesantes;; que;; este;; familiarizado;; objetivo;; introduccion;; nuevas;; tecnologias;; faciliten;; tareas;; ilustrar;; ensenar;; interesar;; al;; clave;; traves;; experimento;; playhist;; tecnalia;; pretende;; transformacion;; pelicula;; interactiva;; sobre;; antigua;; grecia;; juego;; serio;; historico;; multijugador;; mismo;; entorno;; tholos;; hellenic;; cosmos;; atenas;; tratara;; demostrar;; aprendizaje;; por;; parte;; visitantes;; museos;; culturales;; puede;; incrementarse;; concepto;; gamificacion;; contenidos;; definiran;; serie;; metricas;; afectan;; tanto;; servicio;; como;; experiencia;; usuario;; estas;; recogeran;; componentes;; software;; cuestionarios;; propios;; analisis;; posterior;; datos;; recogidos;; dara;; pista;; si;; learning;; playing;; valido;; tipo","10.4995/var.2014.4186","humanities;; game based learning;; cosmos;; art"
"Complutense University of Madrid;; Complutense University of Madrid","actualmente;; programas;; software;; libre;; han;; convertido;; herramientas;; idoneas;; para;; investigaciones;; arqueologicas;; llegando;; practicamente;; al;; mismo;; nivel;; que;; caracter;; comercial;; este;; sentido;; programa;; modelado;; 3d;; blender;; ha;; alcanzado;; ultimos;; anos;; gran;; popularidad;; ofrecer;; caracteristicas;; similares;; otros;; edicion;; como;; studio;; max;; o;; autocad;; recientemente;; desarrollo;; script;; necesario;; calculo;; volumetrico;; objetos;; tridimensionales;; ofreciendo;; grandes;; posibilidades;; hora;; calcular;; volumen;; recipientes;; ceramicos;; arqueologicos;; trabajo;; ofrece;; propuesta;; metodologica;; volumenes;; con;; y;; aplicacion;; estudio;; urnas;; ceramicas;; necropolis;; celtiberia;; mesetena;; objetivo;; probar;; alcanzan;; free;; estudios","10.4995/var.2014.4173","studio;; humanities;; art;; archaeological ceramics"
"Technical University of Madrid;; Technical University of Madrid;; Technical University of Madrid","presente;; articulo;; pretende;; describir;; desarrollo;; nueva;; metodologia;; invasiva;; documentacion;; digital;; petroglifos;; y;; pinturas;; rupestres;; pertenecientes;; al;; paleolitico;; traves;; tecnicas;; herramientas;; tratamiento;; imagenes;; para;; optimizar;; materiales;; tiempos;; obtencion;; informacion;; grafica;; representativa;; precision","10.4995/var.2014.4172","humanities;; art"
"University of Seville;; University of Seville","paper;; primarily;; reflects;; create;; graphical;; codes;; producing;; images;; intended;; communicate;; architecture;; step;; drawing;; needs;; deliberate;; process;; code;; highlights;; relationship;; architectural;; theory;; graphic;; action;; aim;; draw;; design;; structure;; actual;; build;; work;; late;; gothic;; architect;; hernan;; ruiz;; elder;; cordoba;; addresses;; two;; aspects;; historical;; investigation;; project;; communication;; purposes","10.4995/var.2014.4171","humanities;; engineering;; architecture;; architectural theory;; architectural engineering"
"Visual Dimension bvba;; Visual Dimension bvba;; Visual Dimension bvba","paper;; outline;; process;; research;; reconstruction;; saint;; saviour;; abbey;; ename;; oudenaarde;; belgium;; 13th;; century;; both;; architectural;; decoration;; furnishing;; reason;; creation;; educational;; game;; visitors;; provincial;; heritage;; centre;; built;; just;; next;; archaeological;; site","10.4995/var.2014.4174","saint;; humanities;; educational game;; digital restoration;; art history;; art"
"University of Catania;; University of Catania;; IEMEST","estudio;; realizado;; catacumbas;; bizantinas;; oratorio;; santa;; lucia;; siracusa;; nace;; con;; motivo;; observacion;; precarias;; condiciones;; complejo;; funerario;; subterraneo;; desde;; punto;; vista;; estructuras;; estaticas;; que;; han;; sometido;; varias;; modificaciones;; durante;; siglos;; debido;; deslizamientos;; tierra;; bloqueos;; derrumbes;; y;; posteriores;; excavaciones;; conservacion;; frescos;; encontrados;; como;; resultado;; campanas;; producido;; forma;; intermitente;; monumento;; estas;; dificultades;; condicionado;; apertura;; al;; publico;; solo;; parte;; region;; cuadragesima;; martiri;; dejando;; ocultos;; comunidad;; muchos;; espacios;; significativos;; incluyendo;; investigacion;; persigue;; traves;; instrumento;; escaner;; laser;; adquirir;; documentacion;; formal;; geometria;; esta;; importante;; area;; modelo;; 3d;; investigar;; aspectos;; caracter;; estatico;; geologico;; materiales;; historico;; arqueologico;; necesarios;; para;; adecuado;; diseno;; futuras;; intervenciones;; proteccion;; consolidacion;; catacumba;; hecho;; obtenido;; es;; copia;; virtual;; espacio;; grabado;; cual;; posible;; especular;; sobre;; algun;; ambientales;; fisicas;; sitios;; iluminacion;; ventilacion;; algunas;; soluciones;; distribucion;; funcional;; proporcionando;; tambien;; navegacion;; permita;; visita;; lugares;; subterraneos;; ubicacion;; sitio;; planimetricas;; representadas;; temas;; criticos;; abordaran;; fase;; grupo;; puntos;; fijos;; estructurar;; protocolo;; funcionamiento;; adquisicion;; integracion;; gestion;; tratamiento;; datos;; adquiridos","10.4995/var.2014.4175","saint lucia;; humanities;; art"
"Museo de la Plata;; Museo de la Plata","este;; trabajo;; presenta;; resultados;; trabajos;; relevamiento;; realizados;; sitio;; arqueologico;; villavil;; mismo;; encuentra;; region;; norte;; valle;; hualfin;; catamarca;; argentina;; esta;; estuvo;; habitada;; por;; poblaciones;; humanas;; desde;; tiempos;; tempranos;; hasta;; llegada;; incaica;; y;; posterior;; conquista;; espanola;; partir;; registro;; con;; estacion;; total;; aplicaron;; programas;; realidad;; virtual;; fin;; proporcionar;; conjunto;; mas;; completo;; datos;; al;; momento;; interpretacion;; funcionalidad;; intrasitio;; para;; momentos;; previos;; posteriores;; noroeste;; argentino","10.4995/var.2014.4184","virtual archaeology;; humanities;; hasta;; art"
"Sociedad Española de Arqueología Virtual;; University of Sarajevo","museos;; virtuales;; online;; parecen;; consolidarse;; como;; excelentes;; plataformas;; difusion;; patrimonio;; cultural;; especialmente;; paises;; con;; pocos;; recursos;; o;; dificultades;; para;; asumir;; conservacion;; y;; su;; museo;; virtual;; stecci;; desarrollado;; por;; universidad;; sarajevo;; bosnia;; herzegovina;; es;; claro;; ejemplo;; nuevas;; tecnologias;; pueden;; contribuir;; valorizar","10.4995/var.2014.4188","world heritage;; humanities"
"Autonomous University of Barcelona;; Autonomous University of Barcelona","main;; objective;; research;; develop;; methodology;; reverse;; engineering;; processes;; 3d;; scan;; quantitative;; data;; artificial;; intelligence;; techniques;; simulation;; relationship;; form;; function;; artefacts;; furthermore;; aim;; provide;; explanations;; archaeological;; record;; according;; expects;; social;; activity;; working;; simulating;; potentialities;; actions;; terms;; input;; output;; relationships","10.4995/var.2012.4372","virtual reconstruction;; social activity;; reverse engineering;; quantitative research;; form and function;; data science;; computer science;; artificial intelligence;; archaeological record"
"Foundation of the Hellenic World","applications;; ict;; cultural;; heritage;; field;; expanding;; category;; creative;; character;; multidisciplinary;; approach;; motivations;; priorities;; involved;; players;; individuals;; organizational;; presented;; fhw;; paradigm;; projects;; order;; explore;; impact;; kind;; science;; concept;; hidden;; added;; value;; makes;; capable;; attract;; resources","10.4995/var.2012.4370","virtual reconstruction;; sociology;; multidisciplinary approach;; knowledge management;; information and communications technology;; industrial heritage;; cultural heritage management;; cultural heritage;; added value"
"GAVLE","hiperrealistic;; virtual;; museum;; proposal;; gavle;; cultural;; heritage;; documentation;; company;; project;; try;; create;; catalogation;; restoration;; diffusion;; purposes;; applied;; museums;; archaeological;; sites;; research;; centers;; modern;; technologies;; first;; step;; high;; resolution;; digitalization;; objects;; possibilities;; growing;; quality;; products;; plan;; regeneration;; departments;; decreasing;; costs;; increasing;; creating;; news;; ways;; 3d","10.4995/var.2012.4375","project plan;; multimedia;; engineering;; documentation;; cultural heritage;; architectural engineering;; 3d interaction"
"University of Jaén;; University of Jaén;; University of Jaén","internet;; ha;; convertido;; ultimos;; anos;; principal;; transmisor;; informacion;; todos;; ambitos;; dentro;; esta;; dinamica;; transferencia;; encuadra;; iniciativa;; para;; construccion;; biblioteca;; digital;; cultura;; europea;; europeana;; contribucion;; da;; conocer;; metodologia;; integracion;; dicho;; portal;; contenidos;; arqueologicos;; 3d;; que;; desarrollando;; desde;; centro;; andaluz;; arqueologia;; iberica;; universidad;; jaen;; traves;; proyecto;; europeo;; carare;; connecting;; archaeology;; architecture;; cuyo;; objetivo;; es;; incrementar;; cantidad;; y;; calidad;; digitales;; 2d;; ambito;; arquitectura;; europa","10.4995/var.2012.4378","humanities;; art"
"AIDO;; AIDO;; AIDO;; Polytechnic University of Valencia;; AIDO","paper;; show;; development;; industrial;; projects;; created;; oriented;; cultural;; heritage;; derived;; capabilities;; technological;; institute;; aido;; thanks;; applying;; field;; application;; moreover;; example;; project;; developed;; two;; years;; ago;; explicit;; transfer;; technology;; industry","10.4995/var.2012.4374","technology transfer;; political science;; humanities;; cultural heritage"
"VIRTUALWARE;; VIRTUALWARE","ultimas;; decadas;; ha;; trabajado;; intensamente;; forma;; promocionar;; y;; poner;; valor;; patrimonio;; cultural;; que;; nos;; rodea;; con;; objetivo;; obtener;; herramientas;; cercanas;; ciudadania;; entre;; estas;; realidad;; virtual;; brinda;; como;; excepcional;; instrumento;; dentro;; esta;; animosa;; apuesta;; gestores;; espacios;; arqueologicos;; culturales;; articulo;; pretende;; mostrar;; ejemplo;; practico;; referencia;; espana;; recientemente;; finalizado;; accesible;; pagina;; web;; arqua;; ministerio;; cultura;; museo;; colabora;; vez;; mas;; convertir;; turismo;; algo;; completamente;; nuevo;; participativo;; visitante;; es;; protagonista;; conoce;; espacio;; planifica;; su;; visita","10.4995/var.2012.4381","humanities;; art"
"Facultad de Bellas Artes de Murcia","technology;; revolution;; years;; meant;; something;; transformation;; way;; perceive;; art;; same;; time;; understanding;; exhibition;; spaces;; works;; demand;; updated;; different;; approaches;; care;; american;; museums;; first;; respond;; changes;; begin;; put;; resources;; behind;; necessary;; objectives;; throughout;; 1980s;; revolutionary;; process;; unfolded;; focused;; changing;; attitudes;; opening;; growing;; increasingly;; diverse;; audience;; soon;; spread;; rest;; world;; gradually;; started;; become;; part;; overall;; impulse;; conceptual;; change;; judging;; outcomes;; precisely;; society;; waiting;; asking;; rather;; collections;; changed;; interpretation;; brought;; publics;; approach;; external;; communications;; role;; visitors;; information;; technologies;; particularly;; offer;; chance;; requirements;; hence;; access;; takes;; whole;; dimension;; traditional;; uses;; internet;; online;; offers;; two;; possibilities;; interactivity;; removal;; physical;; barriers;; open;; anybody;; everybody;; day;; offering;; easy;; scope;; users;; relate;; directly;; virtual;; space;; emergence;; transcended;; enabling;; real;; communication;; people;; continents;; meaning;; messages;; conveyed;; limitless;; reach;; university;; murcia;; museum;; project;; umuseo;; makes;; innovative;; contribution;; offered;; realm;; artistic;; production;; dissemination;; research;; designed;; centre;; range;; forms;; operating;; exclusively;; specialising;; exhibitions;; relating;; heritage;; 1960s;; 70s;; questions;; asked;; future;; giving;; rise;; idea;; passive;; centres;; today;; continually;; evolving;; becoming;; active;; experimentation;; public;; participation;; special;; relevance","10.4995/var.2012.4384","time of day;; the internet;; sociology;; publics;; public participation;; multimedia;; media studies;; interactivity;; information technology;; exhibition;; emerging technologies"
