AA.DAfN,AW,DOI,F.FN
"","curation;; scientific;; research;; data;; u;; universities;; story;; enterprising;; individuals;; incremental;; progress;; small;; number;; libraries;; centers;; see;; possibilities;; becoming;; digital;; information;; management;; taking;; entrepreneurial;; steps;; extend;; beyond;; traditional;; assets;; include;; managing;; scholarly;; georgia;; institute;; technology;; gt;; similar;; development;; path;; toward;; program;; library;; paper;; articulate;; author;; offers;; experience;; common;; main;; characteristic;; devoid;; top;; level;; mandates;; incentives;; rich;; independent;; bottom;; action;; address;; antecedents;; context;; inter;; institutional;; partnerships;; advance;; organizational;; developments;; campus;; communities;; model;; concludes;; despite;; clear;; put;; forth;; researchers;; groups;; neuroscientists;; bioscientists;; referenced;; university;; examined;; suggests;; gathering;; resources;; developing;; programs;; proving;; quite;; onerous;; spite;; challenges;; beginning;; establish;; perceptible","10.2218/ijdc.v4i3.116","scientific method;; program development;; knowledge management;; information management;; incentive;; data science;; data mining;; data curation;; computer science;; asset"
";; ;; ;; ","paper;; brief;; literature;; review;; introduces;; methods;; design;; construction;; data;; curation;; profile;; instrument;; provide;; detailed;; information;; forms;; might;; curated;; academic;; library;; presented;; context;; sub;; disciplinary;; research;; area;; flow;; process;; generated;; profiles;; represent;; needs;; perspective;; producers;; own;; language;; support;; exploration;; across;; different;; domains;; real;; practical;; terms;; sponsorship;; institute;; museum;; services;; investigators;; purdue;; university;; illinois;; interviewed;; 19;; faculty;; subjects;; identify;; discovery;; access;; preservation;; reuse;; subject;; constructed;; includes;; his;; her;; general;; stages;; value;; ingest;; intellectual;; property;; organization;; description;; tools;; interoperability;; impact;; prestige;; management;; specific;; dataset;; supplied;; serve;; concrete;; example;; published;; public;; wiki;; questions;; discussion;; blank;; template;; disseminated;; guidelines;; others;; create;; share;; conducted;; primarily;; viewpoint;; librarians;; interacting;; researchers;; expected;; complement;; wide;; variety;; practice;; outside;; librarianship;; environment","10.2218/ijdc.v4i3.117","world wide web;; reuse;; prestige;; library services;; interoperability;; intellectual property;; digital curation;; data mining;; data management;; data curation;; computer science"
";; ","digitization;; millions;; books;; corporate;; profit;; programs;; dramatically;; expanding;; ability;; search;; discover;; retrieve;; published;; materials;; accompanying;; progress;; cultural;; heritage;; institutions;; concerns;; long;; term;; management;; challenges;; providing;; enduring;; access;; hlarge;; corpus;; digitized;; especially;; confinements;; copyright;; laws;; goal;; presentation;; describe;; cornell;; university;; library;; program;; illustrate;; range;; organizational;; technical;; issues;; involved;; planning;; implementing;; preservation;; infrastructure","10.2218/ijdc.v4i3.121","world wide web;; knowledge management;; digitization;; data mining;; cultural heritage;; computer science"
";; ;; ","jhove;; characterization;; framework;; widely;; international;; digital;; library;; programs;; preservation;; repositories;; extensive;; over;; past;; four;; years;; revealed;; number;; limitations;; imposed;; idiosyncrasies;; design;; implementation;; funding;; congress;; national;; information;; infrastructure;; program;; ndiipp;; california;; portico;; stanford;; university;; collaborating;; two;; year;; project;; develop;; deploy;; next;; generation;; architecture;; providing;; enhanced;; performance;; streamlined;; apis;; significant;; features;; jhove2;; generalizes;; concept;; format;; include;; identification;; validation;; feature;; extraction;; policy;; assessment;; target;; simple;; file;; potentially;; complex;; object;; may;; instantiated;; multiple;; files","10.2218/ijdc.v4i3.122","world wide web;; library of congress;; information infrastructure;; feature extraction;; digital object;; digital library;; digital file;; data mining;; computer science;; architecture"
"University of Freiburg;; ","emulation;; long;; term;; preservation;; strategy;; offers;; potential;; keep;; digital;; objects;; original;; condition;; experience;; computer;; environment;; just;; emulator;; place;; enough;; apply;; fully;; fledged;; automated;; user;; friendly;; approach;; cannot;; done;; without;; knowledge;; contextual;; information;; software;; paper;; combines;; existing;; concept;; view;; path;; captures;; together;; insights;; improving;; extra;; metadata;; regularly;; updated;; instructions;; archival;; management;; preserve;; access;; artefacts;; model;; requires;; extensions;; set;; primary;; object;; interest;; depends;; additionally;; stored;; secondary;; recreation;; applications;; operating;; systems;; article;; addresses;; rendering;; running;; processes;; remotely;; advantage;; improves;; convenience;; maximizing;; capability","10.2218/ijdc.v4i3.118","software;; rendering;; multimedia;; metadata;; emulation;; data mining;; contextual information;; computer science"
"","long;; term;; preservation;; digital;; objects;; requires;; curators;; able;; guarantee;; archival;; authenticity;; repository;; ijdc;; 4;; 1;; ronald;; jantz;; suggested;; certificate;; sufficient;; ensure;; letter;; writer;; takes;; issue;; view;; points;; misinterpretations;; article;; he;; maintains;; literature;; rich;; source;; discussions;; ignored;; detriment;; arguments","10.2218/ijdc.v4i2.100","world wide web;; public key certificate;; letter to the editor;; internet privacy;; computer science"
"","letter;; responds;; andrew;; wilson;; concerns;; regarding;; my;; article;; ijdc;; 4;; 1;; entitled;; institutional;; framework;; creating;; authentic;; digital;; objects;; response;; clears;; issues;; assertions;; certificates;; metadata;; roles;; librarians;; environment","10.2218/ijdc.v4i2.101","world wide web;; public key certificate;; multimedia;; metadata;; letter to the editor;; computer science"
";; ","paper;; lore;; literature;; object;; re;; exchange;; light;; weight;; tool;; designed;; allow;; scholars;; teachers;; author;; edit;; publish;; compound;; information;; objects;; encapsulating;; digital;; resources;; bibliographic;; records;; enables;; users;; easily;; create;; oai;; ore;; compliant;; build;; ifla;; frbr;; model;; describe;; rdf;; repository;; named;; graphs;; literary;; typed;; relationships;; individual;; atomic;; terms;; ontology;; attach;; metadata;; describes;; implementation;; user;; interface;; developed;; context;; ongoing;; case;; conducted;; collaboration;; austlit;; australian;; resource;; focuses;; teaching;; research;; studies;; community","10.2218/ijdc.v4i2.91","world wide web;; user interface;; rdf;; publishing;; publication;; named graph;; metadata;; information retrieval;; digital resources;; data mining;; computer science;; bibliographic ontology"
"","paper;; discusses;; importance;; approach;; building;; sustaining;; digital;; content;; preservation;; infrastructures;; cultural;; memory;; organizations;; cmos;; namely;; distributed;; approaches;; cooperatively;; maintained;; rather;; centralized;; managed;; agencies;; external;; why;; may;; fill;; gap;; capabilities;; actively;; digitizing;; historical;; scientific;; data;; initial;; presented;; early;; organizational;; effort;; metaarchive;; cooperative;; seeks;; situates;; claims;; larger;; context;; selected;; exemplars;; dp;; efforts;; both;; united;; states;; kingdom;; seeking;; develop;; effective;; models;; attempt;; recognize;; aspects;; governmental;; frameworks;; backgrounds;; differences;; emphasis;; uk;; us;; specific","10.2218/ijdc.v4i2.92","knowledge management;; digital preservation;; digital content;; data mining;; data management;; cultural memory;; cultural content;; computer science"
"","paper;; sarah;; higgins;; 4th;; international;; digital;; curation;; conference;; december;; 2008;; reports;; ongoing;; project;; dcc;; diffuse;; standards;; frameworks;; identify;; map;; relevant;; against;; lifecycle;; process;; support","10.2218/ijdc.v4i2.93","world wide web;; digital curation;; data mining;; data curation;; computer science"
";; ;; ;; ","paper;; describes;; technique;; embedding;; document;; metadata;; potentially;; semantic;; references;; inline;; word;; processing;; documents;; authors;; implemented;; help;; software;; development;; team;; several;; assumptions;; underly;; approach;; must;; across;; computing;; platforms;; work;; both;; microsoft;; user;; base;; openoffice;; org;; free;; availability;; application;; needs;; acceptable;; usable;; users;; so;; initial;; implementation;; covers;; small;; number;; features;; extended;; testing;; constraints;; system;; mechanism;; encoding;; simple;; inferring;; hierarchical;; relationships;; elements;; flat;; file;; includes;; links;; open;; source;; code;; implementing;; techniques;; part;; broader;; suite;; tools;; academic;; writing;; addresses;; web;; data;; curation;; integrating;; research;; workflows;; provide;; platform;; ontologies;; vocabularies;; folksonomies","10.2218/ijdc.v4i2.96","world wide web;; word processing;; team software process;; software;; semantics;; semantic web;; metadata repository;; metadata;; information retrieval;; data mining;; data curation;; computer science"
";; ","climate;; weather;; increasing;; interest;; scientific;; community;; general;; public;; data;; curation;; stewardship;; essential;; building;; blocks;; science;; quest;; better;; understand;; natural;; systems;; behave;; activities;; human;; civilization;; altering;; system;; rudimentary;; observations;; atmosphere;; ocean;; collected;; over;; one;; hundred;; years;; proxity;; measurements;; trace;; planet;; climatic;; history;; millions;; coupled;; rapid;; advances;; technology;; powerful;; computers;; access;; massive;; amounts;; satellite;; allowed;; innovative;; techniques;; predict","10.2218/ijdc.v4i2.94","knowledge sharing;; data mining;; data curation;; computer science;; civilization"
";; ;; ","landesarchiv;; state;; archive;; baden;; wurttemberg;; designed;; implemented;; metadata;; concept;; digital;; content;; covering;; heterogenous;; range;; born;; digitised;; material;; special;; attention;; matters;; authenticity;; economic;; ingest;; dissemination;; methods;; requirements;; public;; paper;; describes;; outcome;; discussions;; implementation;; period;; dimag;; repository;; treats;; integration;; architecture;; archival;; classification;; measures;; long;; term;; accessibility;; creation;; adapted;; placement;; provisions;; exchange;; applications;; deliberately;; short;; list;; elements;; included;; existing;; standards;; real;; environment;; introduces;; modifications;; applied;; project;; context","10.2218/ijdc.v4i2.95","world wide web;; metadata repository;; metadata;; meta data services;; information retrieval;; digital content;; data mining;; computer science;; architecture"
";; ;; ","textgrid;; research;; group;; consortium;; 10;; institutions;; germany;; developing;; virtual;; environment;; researchers;; arts;; humanities;; services;; tools;; text;; data;; supports;; curation;; means;; grid;; technology;; consists;; two;; main;; components;; laboratory;; textgridlab;; serves;; entry;; point;; repository;; textgridrep;; long;; term;; archive;; ensuring;; sustainability;; interoperability;; access;; support;; stages;; lifecycle;; preserve;; maintain;; ensure;; usefulness;; existing;; practices;; must;; supported;; common;; functionalities;; sustainable;; intensify;; re;; enables;; publish;; share;; way;; availability;; usability","10.2218/ijdc.v6i2.198","world wide web;; virtual research environment;; sustainable environment;; sustainability;; publication;; knowledge management;; interoperability;; humanities;; grid computing;; entry point;; data mining;; data archive;; computer science"
";; ","data;; archiving;; networked;; services;; dans;; dutch;; scientific;; archive;; social;; sciences;; humanities;; engaged;; migration;; intermediate;; xml;; electronic;; mixed;; project;; develop;; open;; source;; software;; implements;; smart;; strategy;; concerning;; long;; term;; file;; formats;; concerns;; conversion;; upon;; ingest;; specific;; kinds;; spreadsheets;; databases;; formatted;; assumed;; curation;; files;; less;; problematic;; binary;; converted;; efficient;; way;; common;; future;; features;; stored;; so;; called;; standard;; preservation;; sdfp;; specification;; schema;; umbrella;; contains;; existing;; formal;; descriptions;; developed;; others;; contain;; schemata;; example;; oriented;; dataperfect;; format;; large;; scale;; twenty;; years;; ago;; found;; set;; generic;; framework;; together;; number;; plug;; ins;; repository;; durable;; conversions;; paper;; overview","10.2218/ijdc.v6i2.200","xml validation;; xml schema;; xml framework;; xml schema editor;; xml encryption;; world wide web;; streaming xml;; efficient xml interchange;; document structure description;; database;; data mining;; computer science"
"EDINA and Data Library;; Information Services Corporate","last;; decade;; national;; international;; attention;; increasingly;; focused;; issues;; research;; data;; management;; access;; publicly;; funded;; pressure;; brought;; bear;; researchers;; sharing;; practice;; come;; funders;; seeking;; add;; value;; expensive;; solve;; cross;; disciplinary;; grand;; challenges;; publishers;; responsive;; calls;; transparency;; reproducability;; scientific;; record;; public;; gain;; re;; knowledge;; own;; purposes;; online;; tools;; meanwhile;; higher;; education;; institutions;; rather;; reluctant;; assert;; role;; incentivising;; supporting;; academic;; staff;; meeting;; more;; demanding;; requirements;; partly;; lack;; provide;; suitable;; assistance;; facilities;; storage;; curation;; preservation;; paper;; discusses;; activities;; drivers;; behind;; one;; institution;; attempts;; address;; gap;; reflection;; lessons;; learned;; future;; direction","10.2218/ijdc.v6i2.199","transparency;; knowledge management;; higher education;; grand challenges;; data sharing;; data mining;; data management;; computer science"
";; ","texas;; advanced;; computing;; center;; institute;; classical;; archaeology;; university;; austin;; developed;; uses;; irods;; rules;; jython;; script;; automate;; extraction;; metadata;; digital;; archaeological;; data;; first;; step;; create;; record;; keeping;; system;; classify;; employs;; file;; directory;; hierarchy;; naming;; conventions;; designed;; specifically;; maintain;; relationship;; objects;; map;; documentation;; process;; implicit;; automatically;; extracted;; upon;; ingest;; combined;; additional;; sources;; stored;; alongside;; preservation;; environment;; enables;; more;; organized;; workflow;; researchers;; helps;; archive;; close;; moment;; creation;; avoids;; error;; prone;; manual;; input;; describe;; types;; provide;; technical;; details;; storage","10.2218/ijdc.v6i2.201","workflow;; metadata repository;; metadata;; meta data services;; directory;; database catalog;; database;; data mining;; data mapping;; data element;; computer science;; archaeology"
";; ;; ;; ;; ","incremental;; one;; eight;; projects;; jisc;; managing;; research;; data;; programme;; funded;; identify;; institutional;; requirements;; digital;; management;; pilot;; relevant;; infrastructure;; concur;; several;; previous;; studies;; found;; researchers;; organise;; ad;; hoc;; fashion;; posing;; difficulties;; retrieval;; re;; store;; kinds;; media;; without;; always;; considering;; security;; back;; positive;; sharing;; principle;; though;; reluctant;; practice;; iv;; believe;; equivalent;; preservation;; key;; difference;; approach;; type;; piloting;; majority;; focus;; developing;; technical;; solutions;; focusing;; soft;; oneto;; tailored;; support;; training;; easy;; find;; concise;; guidance;; breaks;; down;; barriers;; information;; professionals;; unintentionally;; built;; specialist;; terminology","10.2218/ijdc.v6i2.202","terminology;; knowledge management;; data sharing;; data mining;; data management;; computer science"
";; ","millions;; legacy;; documents;; correct;; rendering;; depends;; upon;; resources;; fonts;; generally;; embedded;; document;; structure;; yet;; significant;; risk;; information;; loss;; missing;; incorrectly;; substituted;; large;; collections;; depend;; thousands;; unique;; common;; desktop;; workstation;; typically;; 100;; 200;; silent;; substitution;; performed;; applications;; microsoft;; office;; yield;; poorly;; rendered;; paper;; collection;; 230;; 000;; word;; assess;; difficulty;; matching;; font;; requirements;; database;; describe;; identifying;; contained;; formats;; stored;; api;; windows;; support;; requests;; documented;; algorithms;; requested;; ways;; software;; might;; control;; preservation;; environment","10.2218/ijdc.v6i1.168","world wide web;; workstation;; unicode font;; software;; rendering;; microsoft office;; font;; document structure description;; data mining;; cross origin resource sharing;; computer science"
"","uk;; data;; centres;; important;; part;; efforts;; gain;; maximum;; value;; research;; if;; operate;; effectively;; services;; provide;; must;; upon;; understanding;; researchers;; practices;; needs;; furthermore;; order;; build;; case;; ongoing;; funding;; able;; work;; increasingly;; contribution;; wider;; political;; impact;; agendas;; paper;; survey;; users;; five;; suggests;; highly;; valued;; benefits;; appear;; particularly;; strong;; around;; improving;; efficiency;; especially;; access;; less;; terms;; stimulating;; novel;; questions;; despite;; few;; interesting;; observable;; main;; remains;; difficult;; understand;; reach;; draws;; centre;; resources;; 1","10.2218/ijdc.v6i1.169","research efficiency;; politics;; knowledge management;; data mining;; data center;; data access;; computer science"
";; ","message;; mobile;; environmental;; sensing;; system;; across;; grid;; environments;; ambitious;; multi;; partner;; interdisciplinary;; science;; research;; project;; jointly;; funded;; engineering;; physical;; sciences;; council;; epsrc;; uk;; department;; transport;; dft;; 2006;; 2009;; aimed;; develop;; potential;; diverse;; low;; cost;; sensors;; provide;; heterogeneous;; data;; planning;; management;; control;; impacts;; activity;; urban;; regional;; national;; level;; last;; year;; digital;; curation;; centre;; dcc;; interviewed;; observed;; members;; team;; order;; identify;; analyse;; key;; aspects;; activities;; recording;; attitudes;; towards;; create;; re;; paper;; describes;; major;; issues;; identified;; over;; course;; case;; presented;; parallel;; perspectives;; multiplicity;; views;; may;; projected;; onto;; single;; dataset;; concludes;; contextualisation;; themes;; number;; contemporary;; reports","10.2218/ijdc.v6i1.170","e science;; project team;; project management triangle;; knowledge management;; grid;; environmental sensing;; engineering and physical sciences;; digital curation;; data mining;; data curation;; computer science"
";; ;; ;; ;; ","collections;; become;; larger;; size;; more;; complex;; structure;; increasingly;; diverse;; composition;; approaches;; needed;; help;; curators;; assess;; digital;; files;; make;; decisions;; long;; term;; preservation;; research;; interactive;; visualization;; analyze;; file;; characterization;; information;; purpose;; assessing;; condition;; vast;; collection;; electronic;; records;; case;; contains;; over;; 1;; 000;; formats;; arranged;; varied;; record;; structures;; groups;; application;; uses;; tree;; maps;; relational;; database;; management;; system;; rdbms;; represent;; arrangement;; show;; different;; levels;; aggregation;; classification;; abstraction;; interface;; interact;; dynamically;; discover;; trends;; compare;; contrast;; characteristics;; across;; may;; select;; weight;; variables;; want;; pursue;; workflows;; go;; high;; level;; overview;; format;; risks;; obtaining;; detailed;; individual;; planning;; tools;; knowledge;; none;; designed;; specifically;; visually;; assessment;; address;; tool","10.2218/ijdc.v6i1.171","workflow;; visualization;; seven management and planning tools;; relational database management system;; interactive visualization;; file format;; electronic records;; digital preservation;; data mining;; computer science"
";; ","data;; curation;; includes;; goal;; facilitating;; re;; combination;; datasets;; impeded;; incompatible;; schema;; ontologies;; help;; integration;; semi;; automatic;; process;; involves;; text;; searching;; identify;; overlaps;; metadata;; accompany;; schemas;; plus;; human;; validation;; suggested;; matches;; problems;; include;; different;; describe;; same;; concept;; forms;; recording;; organizations;; focussing;; attention;; important;; words;; providing;; synonyms;; assist;; matching;; indicating;; context;; beyond;; statistical;; behavior;; decide;; elements;; appear;; compatible;; curating;; may;; hundreds;; even;; thousands;; labels;; assistance;; fusion;; great","10.2218/ijdc.v6i1.173","sensor fusion;; ontology;; metadata;; information retrieval;; database schema;; data mining;; data mapping;; data integration;; data element;; data curation;; computer science"
";; ;; ;; ;; ","rescuing;; data;; inaccessible;; damaged;; storage;; media;; purpose;; preserving;; digital;; long;; term;; one;; dimensions;; archaeology;; current;; pace;; technological;; development;; system;; become;; obsolete;; matter;; years;; hence;; stored;; specific;; might;; accessible;; anymore;; unavailability;; access;; order;; preserve;; records;; residing;; necessary;; extract;; means;; early;; medium;; home;; computers;; 1980s;; audio;; tape;; first;; computer;; systems;; allowed;; standard;; cassette;; players;; record;; replay;; cassettes;; more;; durable;; old;; properly;; devices;; playing;; recorders;; found;; working;; condition;; repaired;; usually;; components;; re;; engineering;; format;; waveform;; file;; formats;; extracted;; digitised;; stream;; migrated;; paper;; case;; extracting;; namely;; philips;; videopac;; g7400;; original;; engineered;; application;; written;; support;; migration;; tapes;; without;; eliminates;; necessity;; keeping;; alive;; enabling;; meant;; two;; different;; methods;; interpret;; eliminate;; errors;; implemented;; recorded;; 20;; ago;; show;; error;; correction;; parts;; still;; readable;; even;; implies;; easier;; build;; solutions","10.2218/ijdc.v6i1.174","waveform;; unavailability;; file format;; error detection and correction;; electronic media;; digital records;; digital data;; data mining;; computer science;; computer hardware;; audio tape;; archaeology"
";; ","emulation;; widely;; preservation;; strategy;; digital;; documents;; depend;; upon;; proprietary;; executables;; legacy;; programs;; fundamental;; assumption;; artifact;; document;; program;; bundled;; contemporaneous;; software;; archival;; information;; package;; aip;; loaded;; executed;; environment;; patrons;; wishing;; access;; preserved;; yet;; little;; written;; identify;; components;; even;; distributed;; binary;; viewer;; may;; dependencies;; libraries;; paper;; discuss;; pilot;; performed;; dependency;; materials;; originally;; cd;; rom;; show;; utilize;; small;; number;; existing;; off;; shelf;; build;; tool;; analyze;; iso;; images;; examine;; applying;; body;; archived","10.2218/ijdc.v6i1.175","software;; legacy system;; executable;; emulation;; digital document;; database;; data mining;; computer science;; binary number"
"Computer And Information Sciences;; ;; ;; University of Toronto;; University of Padua;; Alfred Wegener Institute for Polar and Marine Research;; ","underpinning;; every;; digital;; library;; repository;; policy;; framework;; makes;; viable;; without;; little;; more;; container;; content;; governs;; instantiated;; run;; meta;; domain;; situated;; both;; outside;; technologies;; deliver;; itself;; key;; aspect;; interoperability;; common;; integrated;; information;; space;; exchange;; reuse;; policies;; step;; beyond;; standardisation;; furthermore;; effective;; efficient;; frameworks;; one;; curation;; center;; dcc;; digitalpreservationeurope;; dpe;; nestor;; research;; libraries;; crl;; core;; criteria;; repositories;; article;; share;; levels;; experimental;; survey;; conducted;; real;; life;; contribution;; towards;; definition","10.2218/ijdc.v6i1.176","world wide web;; semantic interoperability;; reuse;; interoperability;; information space;; digital transformation;; digital library;; digital curation;; data mining;; cross domain interoperability;; computer science"
"Syracuse University;; Syracuse University;; School of Information Studies","large;; collaboratively;; managed;; datasets;; become;; essential;; scientific;; engineering;; endeavors;; management;; escience;; professionals;; solve;; scale;; information;; problems;; researchers;; engineers;; paper;; considers;; dimensions;; work;; worker;; workplace;; knowledge;; skills;; abilities;; needed;; focus;; groups;; interviews;; explore;; needs;; may;; translate;; curricular;; program;; development;; choices;; cohort;; five;; masters;; students;; worked;; targeted;; internship;; settings;; completed;; logs;; organized;; evidence;; job;; curriculum;; schools;; library;; science","10.2218/ijdc.v6i1.177","program development;; knowledge management;; job analysis;; internship;; information management;; focus group;; data mining;; data curation;; cyberinfrastructure;; curriculum;; computer science"
"","over;; past;; decade;; rich;; body;; research;; practice;; emerged;; rubrics;; electronic;; records;; digital;; preservation;; curation;; work;; taken;; place;; activity;; financed;; government;; agencies;; libraries;; information;; computer;; science;; departments;; projects;; focus;; one;; format;; publications;; data;; potentially;; contextualizing;; individual;; meanwhile;; institutional;; archives;; manuscript;; repositories;; possess;; theoretical;; practical;; framework;; preserving;; context;; mixed;; analog;; materials;; failed;; extend;; capabilities;; relatively;; few;; institutions;; implemented;; systematic;; methods;; capture;; preserve;; provide;; access;; complete;; range;; documentation;; end;; users;; understand;; interpret;; human;; attempts;; address;; problem;; providing;; easy;; implement;; software;; reviews;; guidance;; policy;; templates;; program;; recommendations;; blend;; traditional;; archival;; processes;; workflows;; paper;; existing;; resources;; incrementally;; develop;; skills;; building;; collaborative;; expanding;; process;; programs;; make;; function;; systematically;; gather;; genres;; contextually;; highly;; susceptible;; loss;; complementing;; efforts;; undertaken;; librarians;; scientists;; external;; service;; providers;; next;; year;; suggested;; techniques;; tested;; refined;; university;; illinois;; possibly;; elsewhere","10.2218/ijdc.v6i1.178","world wide web;; workflow;; service provider;; government;; end user;; documentation;; digital preservation;; digital curation;; data mining;; data curation;; computer science"
"","work;; semantics;; markup;; languages;; may;; offer;; way;; achieve;; more;; reliable;; format;; conversion;; least;; state;; goal;; explicitly;; meaning;; document;; taken;; set;; things;; accepted;; true;; presence;; equivalently;; inferences;; licensed;; principle;; apply;; general;; semantic;; description;; vocabulary;; documents;; encoded;; generate;; typically;; rather;; large;; finite;; ideal;; translating;; digital;; object;; one;; another;; characterized;; neither;; adds;; nor;; drops;; check;; equivalence;; probably;; beyond;; current;; capabilities;; practice;; prove;; transformation;; if;; valid;; semantically;; correct;; input;; always;; produce;; output;; equivalent;; approach;; directly;; applicable;; xml;; formats;; frequently;; scientific;; data;; easily;; generalized;; sgml;; high;; level;; equally;; database;; exchanges;; ad;; hoc;; volume;; obvious;; complications;; technical;; difficulties;; arising;; important;; implications;; real;; world;; conversions;; source;; target;; differ;; somewhat;; ontology;; detail;; cover;; carve;; reality;; classes;; desirable;; define;; perfect;; looks;; quantify;; loss;; distortion;; information;; resulting","10.2218/ijdc.v6i1.179","xml;; vocabulary;; semantics;; semantic equivalence;; sgml;; ruleml;; pcdata;; markup language;; information retrieval;; data mining;; computer science"
";; ;; ","web;; increasingly;; becoming;; platform;; linked;; data;; means;; connections;; adding;; value;; more;; becomes;; openly;; people;; able;; powerful;; example;; file;; format;; registries;; evaluation;; risks;; requirement;; information;; now;; greater;; effort;; single;; institution;; put;; gathering;; collating;; recognising;; better;; creators;; pronom;; jhove;; gdfr;; others;; joining;; lead;; initiative;; unified;; digital;; registry;; ahead;; rdf;; framework;; structuring;; facilitating;; multiple;; sources;; produce;; links;; provide;; answers;; preservation;; questions;; applications;; viewers;; transformations;; native;; alone;; paper;; describe;; p2;; services;; show;; examples;; delivers;; contributing;; resources;; reference;; allow;; encourage;; publication;; examplar;; achieved;; if;; published;; online;; simple;; machine;; readable;; documents;; approach;; calls;; active;; participation;; community;; contribute;; simply;; publishing","10.2218/ijdc.v6i1.180","world wide web;; web 2 0;; semantic web;; risk management;; rdf;; publishing;; linked data;; file format;; digital preservation;; data mining;; computer science"
";; ;; ;; ;; ;; ;; ","digital;; preservation;; scenarios;; migration;; strategy;; itself;; heavily;; tool;; dependent;; popular;; defined;; open;; file;; formats;; g;; images;; png;; gif;; jpeg;; wide;; range;; tools;; exist;; workflows;; become;; more;; difficult;; proprietary;; several;; text;; processing;; applications;; becoming;; last;; two;; decades;; if;; certain;; format;; rendered;; actual;; software;; emulation;; original;; environment;; remains;; valid;; option;; instance;; lotus;; amipro;; word;; perfect;; problem;; save;; object;; type;; ascii;; rich;; specific;; environments;; even;; send;; virtual;; printer;; thereby;; producing;; pdf;; output;; manual;; tasks;; typically;; involve;; human;; interaction;; may;; feasible;; small;; number;; objects;; larger;; batches;; files;; propose;; novel;; approach;; operated;; vnc;; abstraction;; layer;; order;; replace;; humans;; machine;; emulators;; virtualization;; equipped;; interface;; suited;; screen;; keyboard;; mouse;; just;; part;; setup;; furthermore;; transferred;; extracted;; nevertheless;; complexity;; generation;; services;; quickly;; rising;; workflow;; now;; comprised;; complete;; hardware;; stack;; recorded;; linked;; every;; supported;; scenario;; requirements;; oais;; management;; must;; include;; proper;; archiving;; emulator;; selection;; system;; image;; recording;; handling;; concept;; view;; paths;; help;; automatically;; determine;; pre;; configured;; set;; rise;; demand;; input;; cached;; fabricated;; current;; groundwork;; optimizations;; automation;; features","10.2218/ijdc.v6i1.181","virtualization;; virtual printer;; virtual machine;; system image;; rich text format;; operating system;; file format;; digital preservation;; data mining;; computer science;; abstraction layer"
"","information;; systems;; significant;; aspect;; search;; retrieval;; across;; objects;; datasets;; journal;; articles;; images;; relies;; identity;; construction;; paper;; uses;; refer;; qualities;; characteristics;; object;; make;; definable;; recognizable;; distinguish;; context;; seen;; foundation;; citations;; metadata;; identifiers;; constructed;; years;; idea;; scientific;; record;; gaining;; momentum;; publishers;; granting;; agencies;; libraries;; engaging;; challenge;; task;; fraught;; questions;; best;; practice;; establishing;; infrastructure;; especially;; regards;; suggests;; problem;; dataset;; identities;; formed;; engagement;; definition;; conceptual;; warranted;; explores;; ways;; data;; unruly;; poorly;; bounded;; goes;; propose;; order;; fulfill;; roles;; expected;; following;; functions;; essential;; scholarly;; publications;; semantically;; logically;; concrete;; embedded;; inherent;; inseparable;; embodies;; framework;; authorship;; rights;; limitations;; iv;; translates;; actionable;; mechanism;; reference","10.2218/ijdc.v6i1.183","metadata;; information system;; information retrieval;; information object;; identity function;; identifier;; data mining;; computer science;; bounded function;; best practice"
";; ","process;; setting;; digital;; preservation;; repository;; compliance;; oais;; model;; technical;; challenge;; libraries;; develop;; maintain;; appropriate;; skills;; organizations;; activities;; nowadays;; moving;; mainstream;; activity;; library;; integrated;; workflows;; bibliotheque;; nationale;; france;; bnf;; working;; definition;; 2003;; paper;; aims;; presenting;; organizational;; human;; resources;; challenges;; faced;; context;; still;; awaiting;; us;; facing;; variety;; actions;; different;; levels;; changes;; training;; sessions;; dedicated;; group;; task;; forces;; processes;; etc;; provide;; insights;; national;; going;; needed;; reach;; longstanding;; goal","10.2218/ijdc.v6i1.184","workflow;; national library;; mainstream;; knowledge management;; human resources;; digital preservation;; data mining;; computer science"
";; ","effective;; digital;; preservation;; depends;; set;; services;; work;; together;; ensure;; objects;; preserved;; long;; term;; metadata;; descriptions;; properties;; may;; requirements;; guide;; paper;; analyzes;; interact;; develops;; data;; dictionary;; support","10.2218/ijdc.v6i1.185","world wide web;; services computing;; metadata repository;; metadata;; meta data services;; information retrieval;; digital preservation;; data dictionary;; computer science"
