AA.DAfN,AW,DOI,F.FN
"","lmnl;; layered;; markup;; annotation;; language;; small;; if;; ambitious;; research;; project;; text;; encoding;; unlike;; xml;; represent;; document;; components;; constituents;; elements;; structure;; rather;; simply;; labels;; ranges;; identification;; processing;; avoiding;; choices;; structures;; elucidated;; reveals;; capabilities;; digital;; humanities;; texts;; simultaneously;; building;; tei;; extending;; uses;; something;; way;; tools;; condition;; view;; objects;; paper;; suggests;; strengths;; context","10.4000/jtei.1337","xml;; world wide web;; visualization;; ruleml;; pcdata;; markup language;; information retrieval;; hierarchy;; encoding;; computer science;; annotation"
";; ","paper;; describes;; technical;; structure;; project;; remetca;; repertorio;; digital;; metrica;; medieval;; castellana;; first;; online;; repertoire;; spanish;; metrics;; poetry;; combination;; traditional;; metrical;; poetic;; studies;; rhythm;; rhyme;; patterns;; humanities;; technology;; tei;; xml;; integrated;; relational;; database;; management;; system;; rdbms;; xmltype;; field;; opening;; possibility;; launching;; simultaneous;; searches;; queries;; searchable;; user;; friendly;; interface;; verse;; module;; tag;; structures;; especially;; important;; two;; reasons;; lets;; us;; different;; kinds;; poems;; variable;; metadata;; express;; high;; level;; detail;; description;; cannot;; registered;; conventional;; second;; enables;; extensibility;; adds;; more;; information;; enrich;; conceptual;; model;; constant;; development","10.4000/jtei.1274","world wide web;; stanza;; rhyme;; repertoire;; relational database management system;; poetry;; metadata;; information retrieval;; conceptual model;; computer science"
";; ","introduction;; 2011;; additional;; document;; focused;; opposed;; text;; elements;; represents;; significant;; commitment;; modeling;; two;; distinct;; ontologies;; textual;; data;; standard;; governed;; encoding;; initiative;; tei;; guidelines;; brief;; review;; projects;; suggests;; scholars;; generally;; treat;; models;; even;; severable;; tools;; separate;; interpretive;; communities;; literary;; studies;; paper;; describe;; challenges;; encountered;; members;; development;; editorial;; teams;; shelley;; godwin;; archive;; ga;; attempting;; produce;; encoded;; accompanying;; reading;; environment;; supports;; both;; approaches;; automated;; conversion;; experience;; increase;; expressiveness;; achieved;; addition;; raises;; stakes;; interchange;; modeled;; according;; parallel","10.4000/jtei.1270","world wide web;; schema design;; ontology;; literary criticism;; linked data;; expressivity;; engineering"
";; ","article;; illustrate;; work;; progress;; design;; library;; software;; components;; devoted;; editing;; processing;; visualizing;; tei;; annotated;; documents;; domain;; philological;; studies;; subdomain;; collaborative;; philology;; concerns;; social;; activity;; scholars;; focused;; shared;; tasks;; discuss;; technologies;; xml;; markup;; languages;; marked;; describe;; implement;; teicophilib;; outlining;; patterns;; discussing;; general;; benefits;; overall;; architecture;; finally;; case;; currently;; implemented;; java","10.4000/jtei.1285","xml;; world wide web;; work in process;; software design pattern;; philology;; markup language;; java;; computer science;; component based software engineering;; architecture"
";; ","article;; describe;; textual;; encoding;; current;; project;; constructing;; digital;; archive;; fernando;; pessoa;; livro;; desassossego;; ldod;; model;; virtualizing;; authorial;; editorial;; forms;; unfinished;; work;; aims;; create;; dynamic;; open;; user;; interaction;; collaboration;; brief;; introduction;; theoretical;; rationale;; followed;; description;; technical;; solution;; tei;; xml;; responsive;; changes;; over;; time;; software;; architecture;; proposal;; processing;; markup;; collaborative;; book;; disquiet;; able;; instantiate;; cooperative;; social;; editing;; functionalities;; web;; 2;; 0;; environments","10.4000/jtei.1171","xml;; world wide web;; web 2 0;; software architecture;; multimedia;; markup language;; encoding;; computer science"
";; ;; ","article;; describe;; dta;; base;; format;; dtabf;; strict;; subset;; tei;; p5;; tag;; set;; purpose;; provide;; balance;; expressiveness;; precision;; interoperable;; annotation;; scheme;; large;; variety;; text;; types;; historical;; corpora;; printed;; multiple;; sources;; developed;; basis;; amount;; data;; core;; corpus;; project;; deutsches;; textarchiv;; collections;; 15;; cooperating;; projects;; current;; total;; 210;; million;; tokens;; living;; continuously;; adjusted;; candidates;; containing;; structural;; phenomena;; encountered;; focus;; aspects;; consistency;; interoperability;; dialects;; html;; presentations;; texts;; conversion;; formats;; linguistic;; include;; examples;; best;; practices;; illustrate;; external;; losslessly;; converted;; enabling;; third;; parties;; specific;; comprehensively;; documented;; several;; software;; tools;; working;; widely;; encoding;; german","10.4000/jtei.1114","text types;; standardization;; software;; interoperability;; information retrieval;; german;; expressivity;; encoding;; computer science;; annotation"
";; ","article;; shows;; focus;; user;; friendliness;; bottom;; approach;; digital;; work;; environment;; ediarum;; successfully;; developed;; researchers;; comfortably;; encode;; edit;; tei;; publish;; online;; print;; edition;; solution;; telota;; initiative;; berlin;; brandenburg;; academy;; sciences;; humanities;; three;; software;; components;; existdb;; oxygen;; xml;; author;; context;; combined;; supplemented;; additional;; functions;; tailored;; fit;; project;; needs;; pilot;; run;; implemented;; multiple;; internal;; external;; research;; projects;; experience;; gained;; self;; program;; community","10.4000/jtei.1242","xml;; usability;; publication;; multimedia;; encoding;; encode;; digital humanities;; computer science;; component based software engineering;; bridging"
";; ","last;; few;; decades;; tei;; become;; major;; instrument;; philologists;; digital;; age;; particularly;; set;; mechanisms;; recently;; incorporated;; facilitates;; encoding;; genetic;; editions;; editors;; xml;; syntax;; aiming;; preserve;; quantity;; quality;; old;; books;; manuscripts;; publish;; more;; online;; mostly;; free;; licenses;; scholars;; over;; world;; now;; able;; huge;; datasets;; research;; tools;; analyze;; article;; explores;; web;; technologies;; javascript;; enrich;; forthcoming;; edition;; theodor;; fontane;; notebooks;; data;; driven;; visualizations;; named;; entities;; same;; time;; applications;; built;; reusable;; projects;; density;; historical;; scope;; references;; variety;; entity;; types;; lend;; themselves;; advanced;; methods;; semantic","10.4000/jtei.1253","xml;; world wide web;; visualization;; syntax;; javascript;; computer science"
";; ;; ;; ;; ;; ","paper;; joint;; project;; humboldt;; chair;; digital;; humanities;; university;; leipzig;; perseus;; library;; tufts;; harvard;; center;; hellenic;; studies;; produce;; open;; series;; greek;; latin;; fragmentary;; authors;; lost;; works;; preserved;; thanks;; quotations;; text;; reuses;; later;; texts;; undertaking;; two;; tasks;; 1;; digitization;; editions;; links;; source;; fragments;; extracted;; 2;; production;; born;; ultimate;; goals;; creation;; linked;; machine;; actionable;; advancement;; field;; classical;; textual;; heritage;; development;; collaborative;; environment;; crowdsourced;; annotations;; achieved;; implementing;; perseids;; platform;; encoding;; fragmenta;; historicorum;; graecorum;; one;; important;; comprehensive;; collections","10.4000/jtei.1218","library science;; encoding;; digitization;; digital library;; digital humanities;; digital edition;; computer science"
"","paper;; discusses;; relationships;; tei;; ontologies;; perspective;; computer;; modeling;; understood;; way;; establish;; meaning;; distinctions;; creation;; models;; production;; understanding;; presented;; categorizations;; one;; establishing;; documents;; achieved;; via;; linking;; mechanisms;; external;; done;; may;; imply;; semantic;; openness;; usability;; practical;; focus;; article","10.4000/jtei.1191","usability;; openness to experience;; ontology;; linked data;; data science;; data modeling;; conceptual model;; computer science"
";; ;; ","paper;; rationales;; logical;; architecture;; geolat;; geography;; latin;; literature;; project;; enrichment;; makes;; complex;; mix;; tei;; markup;; semantic;; web;; technologies;; formal;; ontologies;; purpose;; annotation;; geographical;; personal;; references;; corpus;; encoded;; texts;; annotations;; linked;; set;; give;; semantics;; finally;; exposed;; open;; data;; order;; documents;; interoperability;; existing;; lod;; enhance;; information;; retrieval;; possibilities;; organized;; follows;; first;; introduce;; explain;; steps;; needed;; complete;; section;; 2;; describe;; ontological;; modeling;; encoding;; focusing;; both;; places;; persons;; 3;; discuss;; model;; 4;; conclusion;; future;; directions;; 5","10.4000/jtei.1365","world wide web;; semantic web;; ontology;; ontology;; markup language;; linked data;; interoperability;; data model;; computer science;; annotation"
"Austrian Center for Digital Humanities;; Analyse Linguistique Profonde Ã  Grande Echelle ; Large-scale deep linguistic processing;; University of Vienna;; Austrian Center for Digital Humanities","academic;; dictionary;; writing;; greater;; tei;; guidelines;; module;; increasing;; numbers;; dictionaries;; become;; ever;; more;; palpable;; work;; towards;; interoperability;; systems;; language;; resources;; needed;; tools;; holds;; true;; crucial;; role;; statistical;; data;; play;; lexicographic;; workflow;; reflected;; model;; workflows;; presenting;; range;; current;; projects;; authors;; address;; two;; main;; questions;; area;; relationship;; conceptualized;; irrespective;; production;; enrich;; existing;; documented;; discussing;; variety;; options;; paper;; proposes;; customization;; tries;; respond;; emerging;; requirements;; environment;; increasingly;; intertwined","10.4000/jtei.1356","writing system;; workflow;; personalization;; natural language processing;; lexicography;; lexicographical order;; interoperability;; data science;; computer science;; artificial intelligence"
"Austrian Academy of Sciences;; Automatic Language Modelling and ANAlysis & Computational Humanities","paper;; aims;; provide;; comprehensive;; modeling;; representation;; etymological;; data;; digital;; dictionaries;; purpose;; integrate;; one;; coherent;; framework;; both;; representations;; legacy;; born;; lexical;; databases;; constructed;; manually;; semi;; automatically;; want;; propose;; systematic;; set;; principles;; variety;; phenomena;; may;; contribute;; creation;; continuum;; existing;; future;; constructs;; anyone;; interested;; tracing;; history;; words;; meanings;; able;; seamlessly;; query;; resources;; instead;; designing;; ad;; hoc;; model;; language;; focus;; identifying;; possibilities;; offered;; tei;; guidelines;; information","10.4000/jtei.1643","tracing;; representation language;; natural language processing;; etymology;; encoding;; computer science;; artificial intelligence"
";; ","paper;; work;; progress;; dta;; base;; format;; manuscripts;; dtabf;; m;; extension;; tei;; conformant;; annotation;; subset;; consistent;; yet;; unambiguous;; large;; amounts;; historical;; text;; corpora;; continuously;; subject;; adaptations;; specific;; needs;; latest;; addition;; contains;; elements;; attributes;; values;; necessary;; handwritten;; documents;; goal;; provide;; diverse;; covers;; wide;; range;; phenomena;; found;; printed;; texts;; certain;; manuscript;; features;; additionally;; represented;; several;; prerequisites;; suitable;; workflows;; processes;; first;; original;; tagset;; extend;; if;; unavoidable;; second;; created;; bottom;; approach;; actual;; transcribed;; encoded;; third;; complement;; replace;; hence;; find;; modular;; way;; integrating;; describes;; deal;; issues;; process;; developing","10.4000/jtei.1650","workflow;; work in process;; text corpus;; standardization;; modular programming;; modular design;; interoperability;; information retrieval;; computer science;; annotation"
";; ;; ","paper;; register;; early;; modern;; slovenian;; manuscripts;; includes;; 17th;; 18th;; centuries;; overlooked;; scholars;; focused;; printed;; books;; same;; era;; attempts;; address;; gap;; manuscript;; studies;; describing;; unknown;; forgotten;; facsimiles;; index;; basic;; citations;; bibliography;; containing;; publications;; mentioned;; encoded;; tei;; p5;; description;; module;; via;; web;; interface;; discusses;; specifics;; explains;; structure;; encoding;; especially;; temporal;; geographic;; data;; portal;; built;; fedora;; commons;; repository;; software;; allows;; user;; browse;; search;; export;; format;; enables;; metadata;; harvesting","10.4000/jtei.715","user interface;; slovene literature;; metadata;; library science;; commons;; codicology;; art"
";; ;; ","mass;; digitization;; methods;; double;; keying;; one;; lowest;; error;; rate;; requires;; two;; independent;; transcriptions;; text;; different;; operators;; particularly;; suited;; historical;; texts;; exhibit;; deficiencies;; poor;; master;; copies;; difficulties;; spelling;; variation;; complex;; structures;; providers;; data;; entry;; services;; generally;; advertise;; high;; accuracy;; rates;; around;; 99;; 95;; 98;; advertised;; percentages;; estimated;; basis;; small;; samples;; little;; if;; anything;; said;; actual;; amount;; genres;; proofread;; types;; proofreaders;; etc;; order;; obtain;; significant;; problem;; necessary;; analyze;; large;; representing;; balanced;; sample;; distinguish;; structural;; xml;; tei;; level;; typographical;; differentiate;; errors;; may;; originate;; sources;; equally;; severe;; paper;; extensive;; approach;; correction;; applied;; dfg;; funded;; project;; deutsches;; textarchiv;; german;; archive;; hereafter;; dta;; evaluate;; preferably;; increase;; transcription;; annotation;; keyed;; statistical;; analyses;; gained;; proofreading;; quantity;; presented;; verify;; common","10.4000/jtei.739","xml;; word error rate;; transcription;; text types;; keying;; information retrieval;; digitization;; correctness;; computer science;; annotation"
";; ;; ","11th;; annual;; conference;; members;; meeting;; tei;; consortium;; held;; university;; wurzburg;; germany;; october;; 10;; 16;; 2011;; drew;; almost;; 160;; participants;; eighteen;; countries;; three;; continents;; lower;; franconia;; several;; undergraduate;; students;; recently;; established;; ba;; program;; digital;; humanities;; volunteered;; support;; organization;; opportunity;; get;; first;; hand;; insi","10.4000/jtei.690","medicine;; media studies;; library science;; digital humanities"
"","article;; describes;; xslt;; logging;; framework;; developed;; abbot;; markup;; conversion;; interoperability;; tool;; logs;; structural;; textual;; divergence;; xml;; source;; useful;; component;; verification;; too;; text;; alterations;; texts;; verify;; closely;; individually;; transformations;; built;; inside;; templates;; self;; identifying;; describing;; differencing;; identify;; themselves;; indicate;; changes;; moreover;; describe;; perform;; function;; calculate;; divergences;; element;; names;; attribute;; contents;; nodes","10.4000/jtei.722","xslt;; xml;; source text;; programming language;; markup language;; logging;; interoperability;; database;; computer science;; code generation"
";; ;; ","aim;; paper;; show;; extent;; standards;; critical;; genetic;; editions;; applied;; goethe;; faust;; attained;; tei;; framework;; proposes;; argues;; introduction;; two;; separate;; transcripts;; documentary;; textual;; despite;; apparent;; disadvantages;; multiple;; encoding;; approach;; recommends;; itself;; practical;; reasons;; g;; avoidance;; overlapping;; hierarchies;; conveniently;; reflects;; idea;; written;; document;; must;; material;; object;; one;; hand;; medium;; transmission;; course;; aspects;; problems;; chapter;; 11;; version;; 2;; 0;; p5;; definition;; elements;; issues","10.4000/jtei.697","natural language processing;; hierarchy;; faust;; encoding;; computer science;; artificial intelligence"
"","research;; effort;; invested;; creating;; versatile;; format;; digital;; texts;; tei;; now;; widely;; communities;; less;; consolidated;; thought;; spend;; publish;; distribute;; ways;; useful;; scholars;; remedy;; situation;; paper;; proposes;; additional;; publication;; forms;; distributed;; version;; control;; systems;; allow;; maintainence;; several;; different;; versions;; text;; respects;; similar;; publishing;; college;; paperback;; edition;; established;; critical;; addition;; user;; published;; system;; subscribe;; later;; changes;; corrections;; architectural;; model;; tries;; contribute;; fundamental;; protocol;; form;; base;; applications;; serving;; long;; term;; needs;; scholarship","10.4000/jtei.691","world wide web;; scholarship;; scholarly communication;; publishing;; publication;; critical edition;; computer science;; architectural model;; annotation"
"Centre Marc Bloch;; Humboldt University of Berlin","1;; digital;; edition;; letters;; texts;; intellectual;; berlin;; around;; 1800;; research;; literary;; artistic;; scholarly;; activity;; late;; 18th;; early;; 19th;; centuries;; gaining;; traction;; over;; decades;; wilhelmy;; dollinger;; 2000;; ziolkowski;; 2002;; preusen;; zentrum;; publications;; massive;; influence;; political;; events;; french;; revolution;; economic;; reforms;; napoleonic;; wars;; throughout;; europe;; cons","10.4000/jtei.707","romanticism;; politics;; history;; german literature;; french revolution;; economic reform;; digital edition;; art history"
";; ;; ","1;; introduction;; one;; major;; challenges;; facing;; tei;; encoders;; older;; documents;; ancient;; medieval;; manuscripts;; early;; print;; transcribed;; modern;; editions;; range;; special;; characters;; abbreviations;; contain;; issue;; especially;; critical;; online;; documentary;; goal;; digital;; facsimile;; manuscript;; alongside;; electronic;; transcription;; exact;; cor","10.4000/jtei.727","visual arts;; unicode font;; unicode;; linguistics;; facsimile;; art"
"","article;; considers;; possibilities;; challenges;; tei;; xml;; markup;; curation;; objects;; mentioned;; historical;; documents;; catalogues;; inventories;; unstructured;; forms;; diaries;; personal;; correspondence;; takes;; case;; early;; modern;; collections;; curiosities;; first;; far;; current;; guidelines;; manuscript;; description;; generalized;; encoding;; kinds;; material;; contexts;; examines;; more;; treating;; mentions;; descriptions;; argues;; core;; affordance;; materials;; ability;; identify;; select;; constitutes;; mention;; object;; relate;; immediate;; context;; relationships;; groupings","10.4000/jtei.1680","xml;; world wide web;; object oriented programming;; markup language;; computer science;; affordance"
"Digital Humanities;; ","years;; european;; governments;; funders;; universities;; academic;; societies;; increasingly;; discovered;; digital;; humanities;; exciting;; field;; promises;; discoveries;; research;; funded;; projects;; ad;; hoc;; experiments;; stand;; isolation;; national;; international;; work;; lacking;; infrastructure;; leverage;; pioneering;; systematic;; investigations;; methods;; technical;; environments;; tha","10.4000/jtei.810","library science;; leverage;; engineering ethics;; engineering;; digital humanities"
";; ;; ","common;; problem;; tei;; software;; development;; projects;; develop;; own;; custom;; stack;; address;; semantic;; intricacies;; deeply;; encoded;; corpus;; article;; describes;; design;; version;; 4;; philologic;; query;; engine;; designed;; handle;; heterogeneous;; encoding;; redesigned;; data;; model;; show;; architecture;; substantial;; benefits;; reuse;; allowing;; powerful;; applications;; adapted;; corpora;; minimum;; programming;; discuss;; more;; general;; theoretical;; implications;; abstraction;; processing;; technique","10.4000/jtei.817","user interface;; software development;; software;; search engine indexing;; reuse;; programming language;; parsing;; data model;; custom software;; computer science"
";; ","project;; details;; goals;; development;; tei;; archiving;; publishing;; access;; service;; tapas;; mission;; centers;; providing;; repository;; publication;; services;; individuals;; small;; projects;; working;; data;; constituency;; typically;; lacks;; institutional;; resources;; server;; space;; xml;; expertise;; programming;; time;; developing;; addresses;; several;; important;; challenges;; creation;; ecology;; operates;; gracefully;; level;; individual;; corpus;; problem;; vulnerability;; cease;; activity;; variability;; complexity;; completed;; enable;; contributors;; upload;; manage;; publish;; offer;; interface;; both;; collections;; collection;; whole;; read;; searched;; explored;; provide;; range;; technical;; consulting;; curation;; conversion;; work;; workshops;; tutorials;; community;; forums;; article;; discusses;; philosophy;; rationale;; behind;; current;; efforts;; examines;; faces","10.4000/jtei.788","xml;; world wide web;; vulnerability;; upload;; publishing;; publication;; personalization;; engineering;; data curation"
";; ","project;; bamboo;; cyberinfrastructure;; initiative;; supported;; andrew;; w;; mellon;; foundation;; takes;; core;; mission;; enhancement;; arts;; humanities;; research;; development;; shared;; technology;; services;; rather;; developing;; tools;; curating;; analyzing;; data;; aims;; provide;; infrastructure;; identity;; access;; management;; collection;; interoperability;; scholarly;; longer;; term;; goal;; organizations;; projects;; leverage;; so;; direct;; own;; resources;; towards;; innovative;; tool;; addition;; seeks;; model;; paradigm;; integration;; focuses;; discrete;; morphology;; annotation;; service;; geoparser;; instead;; web;; environment;; morphological;; geoparsing;; applied;; texts;; individually;; combination;; enable;; complex;; curatorial;; analytical;; workflows;; paper;; addresses;; points;; intersection;; tei;; over;; course;; role;; ongoing;; work;; highlights;; significant;; contributions;; community;; early;; active;; participation;; planning;; influence;; corpus;; curation;; initiatives;; current;; october;; 2012","10.4000/jtei.787","world wide web;; workflow;; knowledge management;; interoperability;; identity management;; geoparsing;; engineering;; data management;; cyberinfrastructure;; collection development;; bamboo"
";; ","islandora;; open;; source;; software;; framework;; developed;; 2006;; university;; prince;; edward;; island;; robertson;; library;; designed;; ease;; management;; security;; workflow;; digital;; assets;; help;; implementers;; create;; custom;; interfaces;; display;; search;; discovery;; turnkey;; options;; via;; tools;; modules;; solution;; packs;; support;; work;; knowledge;; domain;; chemistry;; content;; type;; digitized;; newspaper;; task;; tei;; encoding;; yet;; native;; promising;; basis;; humanities;; scholars;; manage;; creation;; editing;; validation;; comparison;; encoded;; text;; upei;; islandlives;; project;; forthcoming;; pack;; insight;; version;; 6;; installation;; ocr;; extraction;; automatic;; structural;; semantic;; web;; functions;; site;; administrators;; article;; introduces;; suitability;; describes;; approach;; detail;; briefly;; discusses;; future;; directions;; authors;; hope;; interested;; readers;; may;; contribute;; expansion;; services;; features","10.4000/jtei.790","world wide web;; workflow;; turnkey;; software framework;; rdf;; newspaper;; engineering;; annotation"
"","twenty;; five;; years;; text;; encoding;; initiative;; first;; launched;; research;; project;; following;; international;; conference;; funded;; us;; national;; endowment;; humanities;; article;; describes;; key;; stages;; subsequent;; evolution;; infrastructure;; tei;; changing;; nature;; partly;; consequence;; close;; highly;; responsive;; relation;; active;; user;; community;; may;; explain;; both;; longevity;; effectiveness;; part;; digital","10.4000/jtei.811","national endowment;; library science;; humanities computing;; engineering;; encoding;; digital humanities"
"Digital Humanities;; Göttingen State and University Library;; Göttingen State and University Library;; Digital Humanities;; French Institute for Research in Computer Science and Automation;; Fachhochschule Worms;; El Paso Community College","variety;; initiatives;; developing;; virtual;; research;; environments;; infrastructures;; cyberinfrastructures;; funded;; years;; systems;; vary;; considerably;; face;; issue;; sustainability;; namely;; ensure;; continued;; existence;; resource;; once;; project;; created;; finished;; paper;; addresses;; issues;; faced;; textgrid;; textvre;; textual;; scholarship;; examining;; inter;; collaboration;; cross;; fertilization;; took;; place;; investigating;; projects;; benefited;; exchange;; examines;; facilitated;; more;; general;; purpose;; dariah;; infrastructure;; conversely;; existing;; serve;; model;; future;; collaborations;; community","10.4000/jtei.774","textual scholarship;; sustainability;; knowledge management;; engineering;; data architecture"
";; ","indiana;; university;; iu;; libraries;; long;; history;; tei;; markup;; standard;; encode;; publish;; electronic;; texts;; choosing;; best;; publishing;; platform;; challenging;; certain;; projects;; formally;; launching;; open;; access;; journal;; program;; 2008;; collaborated;; two;; scholarly;; journals;; provide;; p3;; sgml;; p4;; xml;; encoding;; delivered;; dspace;; xtf;; platforms;; both;; complex;; transformation;; delivery;; workflows;; copious;; amounts;; custom;; software;; development;; function;; properly;; systems;; aged;; time;; effort;; maintain;; steadily;; 2013;; began;; planning;; migrate;; ojs;; preserving;; now;; magazine;; successfully;; launched;; august;; 2014;; medieval;; review;; june;; 2015;; manner;; leverages;; strengths;; text;; easy;; flexible;; editors;; appreciate;; success;; migrations;; framework;; future","10.4000/jtei.1746","xml;; world wide web;; workflow;; sgml;; publishing;; open access journal;; markup language;; dspace;; custom software;; computer science"
";; ","essays;; issue;; selected;; papers;; 2012;; tei;; conference;; c;; r;; l;; oud;; held;; college;; station;; texas;; m;; university;; focus;; primarily;; crowd;; except;; technical;; contribution;; lou;; burnard;; really;; concerns;; language;; schemas;; more;; independent;; existing;; schema;; languages;; share;; interest;; might;; function;; off;; piste","10.4000/jtei.936","schema;; performance art;; library science;; computer science"
";; ","paper;; focuses;; thought;; experiment;; authors;; propose;; encoding;; system;; unlike;; contextual;; markup;; prosopographies;; gazetteers;; tei;; p5;; capture;; financial;; semantics;; involved;; hfrs;; expressed;; extension;; customization;; flexible;; enough;; encode;; subgenre;; records;; called;; double;; entry;; accounts;; bookkeeping;; recording;; transfers;; goods;; services;; exchange;; currency;; credit;; real;; world;; examples;; wheaton;; college;; digital;; history;; project;; preliminary;; version;; odd;; currently;; historical;; http;; www;; encodinghfrs;; org","10.4000/jtei.895","semantics;; personalization;; markup language;; finance;; engineering;; encoding;; digital history;; currency;; comparative historical research;; bookkeeping"
";; ;; ;; ;; ","students;; two;; graduate;; english;; seminars;; texas;; m;; offered;; introduction;; tei;; encoding;; surveyed;; experiences;; four;; presented;; short;; papers;; meeting;; incorporated;; both;; survey;; responses;; own;; perspectives;; relative;; newcomers;; why;; important;; incorporate;; curriculum;; incorporation;; might;; best;; approached;; happens;; viewed;; disciplinary;; lens","10.4000/jtei.882","rhetoric;; pedagogy;; graffiti;; graduate education;; english studies;; engineering;; discipline;; curriculum"
";; ","article;; examines;; process;; customization;; digitization;; conversion;; proofreading;; took;; place;; part;; stationers;; register;; online;; sro;; project;; university;; oxford;; pilot;; received;; institutional;; funding;; digitize;; first;; four;; volumes;; book;; entry;; company;; important;; source;; history;; britain;; primary;; means;; ownership;; texts;; asserted;; disputed;; regulated;; monitored;; 1577;; until;; 1924;; concentrates;; technical;; aspects;; creating;; byte;; reduced;; tei;; schema;; corset;; arrangement;; keying;; saved;; significant;; amount;; money;; looks;; creation;; resulting;; xml;; difficulties;; large;; quantity;; material","10.4000/jtei.926","xml;; schema;; proofreading;; personalization;; multimedia;; keying;; engineering;; digitization;; byte"
"","tei;; guidelines;; years;; contained;; section;; xpointer;; schemes;; unfortunately;; suffered;; lack;; implementations;; reasons;; include;; difficulty;; concepts;; sufficient;; detail;; specification;; despite;; author;; feels;; pointers;; address;; important;; set;; receive;; more;; attention;; chief;; advantage;; permit;; stand;; off;; markup;; annotation;; text;; unmarked;; marked;; inappropriately;; intended;; promise;; mechanism;; leveraging;; annotations;; documents;; example;; able;; link;; document;; view;; point;; parts;; paper;; background;; uses;; outlines;; state;; efforts;; way;; rework;; providing;; detailed;; reference","10.4000/jtei.907","xpointer;; world wide web;; use case;; rework;; reboot;; pointer;; markup language;; implementation;; computer science;; annotation"
"","paper;; proposes;; minor;; significant;; modification;; tei;; odd;; language;; explores;; implications;; compromise;; whereby;; content;; models;; expressed;; relax;; ng;; small;; set;; additional;; elements;; permit;; cut;; ties;; existing;; schema;; support;; exactly;; subset;; intersection;; facilities;; makes;; sense;; context;; make;; integrated;; independent;; whole;; rather;; uneasy;; hybrid;; pave;; way;; future;; developments;; management;; structured;; text;; beyond;; xml;; paradigm","10.4000/jtei.842","xml;; structured text;; small set;; schema design;; schema;; relax ng;; programming language;; computer science;; compromise;; artificial intelligence"
"","stand;; off;; techniques;; documented;; tei;; guidelines;; encouraged;; widely;; adopted;; except;; simplest;; forms;; introduce;; considerable;; managerial;; overhead;; project;; workflow;; article;; argues;; markup;; becoming;; increasingly;; relevant;; wider;; range;; projects;; partly;; developments;; theory;; textual;; modeling;; strongly;; acknowledge;; multidimensional;; nature;; text;; consequence;; considerably;; simplify;; authoring;; management;; processing;; extent;; tools;; make;; more;; approachable;; without;; substantially;; disrupting;; workflows;; familiar;; encoders;; focuses;; complexities;; two;; examples;; one;; now;; completed;; freischutz;; digital;; ongoing;; development;; shelley;; godwin;; archive;; specifically;; situations;; essential;; bridging;; competing;; editorial;; representations;; operation;; fundamental;; corebuilder;; open;; source;; web;; visual;; environment;; created;; aid;; encoding;; awarded;; first;; rahtz;; prize;; ingenuity;; 2017;; tool;; presented;; example;; simplifying;; creation;; hiding;; xml;; expert;; encoder","10.4000/jtei.1838","xml;; world wide web;; workflow;; markup language;; ingenuity;; encoding;; encoder;; computer science;; bridging"
";; ","project;; editing;; early;; biographie;; w;; mozart;; 1828;; georg;; nikolaus;; nissen;; online;; began;; part;; digital;; edition;; dme;; mozarteum;; foundation;; salzburg;; aim;; reveal;; structure;; text;; identifying;; diverse;; sources;; relied;; writing;; biography;; include;; primary;; original;; letters;; documents;; family;; secondary;; contemporary;; literature;; wolfgang;; amadeus;; written;; author;; later;; editors;; considering;; challenges;; arise;; creating;; tries;; define;; different;; strands;; paper;; describes;; xml;; tei;; markup;; applied;; encode;; passages;; correlate;; common;; structures;; paragraphs;; chapters;; document;; types;; authors;; integrate;; detailed;; bibliography;; critical;; annotations;; single;; passage","10.4000/jtei.2725","xml;; source criticism;; markup language;; mozart;; encode;; digital edition;; biography;; art history;; art"
"","web;; service;; correspsearch;; collects;; correspondence;; metadata;; diverse;; scholarly;; editions;; tei;; xml;; interchange;; format;; developed;; sig;; aggregated;; data;; website;; via;; api;; different;; machine;; readable;; formats;; free;; license;; makes;; automatically;; refer;; even;; link;; letter;; one;; digital;; edition;; letters;; collecting;; edited;; linking;; helps;; overcome;; certain;; methodological;; disadvantages;; enables;; contextualization;; connection;; single;; entire;; network","10.4000/jtei.1742","xml;; world wide web;; web service;; metadata;; license;; digital edition;; contextualization;; computer science"
"","recommendations;; text;; encoding;; initiative;; tei;; seem;; become;; defining;; feature;; methodological;; framework;; digital;; humanities;; despite;; recurrent;; concerns;; system;; define;; same;; time;; both;; too;; rigorous;; manifold;; variability;; humanistic;; precise;; enough;; guarantee;; interoperability;; resources;; defined;; paper;; question;; utility;; standardization;; scholarly;; context;; proposing;; documentation;; formal;; practice;; essential;; part;; scholarship;; discussing;; range;; information;; entails;; explore;; notion;; conformance;; guidelines;; suggesting;; must;; operate;; technical;; syntactic;; level;; less;; easily;; verifiable;; semantic;; one;; more;; noticeable;; features;; desire;; french;; say;; butter;; money;; polymorphous;; multiplicity;; component;; key;; factor;; determining;; continued;; relevance","10.4000/jtei.1777","verifiable secret sharing;; syntax;; standardization;; scholarship;; interoperability;; humanism;; documentation;; digital humanities;; data science;; computer science"
