AA.DAfN,AW,DOI,F.FN
"University of Saskatchewan","article;; canvasses;; multiple;; meanings;; word;; social;; contexts;; editions;; editing;; texts;; may;; refer;; theory;; varieties;; practice;; manners;; characterize;; edition;; itself;; claim;; senses;; thing;; particularly;; egregious;; example;; so;; called;; devonshire;; manuscript;; whose;; poorly;; real;; potential;; more;; inclusive;; achieve;; wider;; impact;; create;; understandings;; expanding;; circles;; readership;; choose;; label;; cet;; examine;; nombreuses;; significations;; du;; terme;; dans;; contextes;; l;; revision;; texte;; le;; peut;; designer;; theorie;; gamme;; pratiques;; manieres;; faire;; ou;; caracterisation;; proprement;; dite;; plus;; qui;; disent;; sociales;; que;; ce;; soit;; n;; importe;; lequel;; ces;; sens;; ne;; sont;; pas;; toutes;; exemple;; particulierement;; flagrant;; est;; soi;; disant;; dont;; allegation;; sociale;; plutot;; mal;; definie;; cependant;; il;; existe;; reelles;; possibilites;; creation;; d;; inclusives;; permettent;; avoir;; repercussions;; vastes;; obtenir;; meilleure;; comprehension;; elargissant;; cercles;; lecteurs;; choisisse;; qualifier","10.16995/dscn.6","textual scholarship;; making of;; humanities;; art"
"University of Mainz","chapter;; first;; position;; my;; considerations;; sustainability;; ebooks;; future;; research;; context;; book;; history;; moreover;; introduce;; basic;; concepts;; migration;; emulation;; challenges;; long;; term;; preservation;; digital;; data;; greater;; generality;; taking;; current;; past;; printed;; books;; analogy;; shall;; try;; outline;; kinds;; material;; indispensable;; today;; production;; published;; materials;; unique;; artefacts;; finally;; exemplary;; studies;; find;; precautions;; availability;; taken;; german;; institutions;; involved;; forms;; typically;; publishers;; public;; mandate;; collect;; secure;; access;; libraries;; archives;; summarizing;; expose;; mean;; requirements;; concerning;; ebook;; measures;; policies;; dans;; ce;; chapitre;; je;; vais;; tout;; d;; abord;; faire;; valoir;; mes;; au;; sujet;; viabilite;; livres;; electroniques;; pour;; futures;; recherches;; le;; contexte;; l;; histoire;; du;; livre;; plus;; introduire;; base;; ainsi;; que;; defis;; terme;; donnees;; numeriques;; maniere;; generale;; ensuite;; me;; servant;; actuelles;; sur;; anciens;; imprimes;; comme;; analogie;; tenterai;; exposer;; quel;; genre;; materiel;; numerique;; sera;; avenir;; entreprendre;; actuelle;; documents;; publies;; uniques;; enfin;; presenterai;; resultats;; etudes;; exemplaires;; decouvrir;; quelles;; ont;; ete;; prises;; assurer;; disponibilite;; par;; diverses;; allemandes;; qui;; participe;; formes;; generalement;; editeurs;; publiques;; dont;; mandat;; est;; recueillir;; garantir;; acces;; futur;; aux;; actuels;; bibliotheques;; resume;; j;; exposerai;; cela;; pourrait;; signifier;; exigences;; concerne;; mesures;; politiques;; electronique","10.16995/dscn.3","humanities;; digital material;; art history;; art"
"University of Saskatchewan","history;; first;; edition;; oxford;; english;; dictionary;; example;; successful;; academic;; public;; collaboration;; difficulties;; eventual;; success;; oed;; instructive;; current;; crowd;; sourced;; projects;; undertaken;; tools;; developed;; world;; wide;; web;; depends;; more;; effective;; management;; project;; uses;; l;; histoire;; premiere;; peut;; etre;; utilisee;; comme;; exemple;; d;; reussie;; entre;; universitaires;; le;; difficultes;; succes;; eventuel;; sont;; instructifs;; pour;; projets;; academiques;; actuels;; externalisation;; ouverte;; qui;; entrepris;; avec;; outils;; mis;; Å“uvre;; w3;; ces;; depend;; plus;; gestion;; efficace;; du;; projet;; que;; auxquels;; il;; fait;; appel","10.16995/dscn.9","project management;; humanities;; crowdsourcing;; art;; appeal"
"Huygens Institute for the History of the Netherlands","though;; publication;; complete;; works;; dutch;; novelist;; willem;; frederik;; hermans;; 1992;; 1995;; challenge;; itself;; nowadays;; aim;; mere;; publishing;; 24;; printed;; volumes;; far;; enough;; operating;; academic;; field;; literary;; theory;; criticism;; detailed;; conscious;; scholarly;; edited;; texts;; obvious;; more;; effort;; spent;; communicate;; merits;; textual;; scholarship;; author;; ongoing;; revisions;; his;; awareness;; process;; fluidity;; raised;; developing;; digital;; editions;; integrating;; genetic;; notion;; creative;; range;; dissemination;; strategies;; developed;; project;; almost;; exclusively;; takes;; place;; national;; context;; comparatively;; small;; group;; interested;; academics;; students;; specialists;; chosen;; tailored;; initiatives;; deployed;; reach;; diverse;; groups;; audiences;; general;; reading;; public;; contexts;; emerging;; culture;; thoroughly;; changing;; book;; market;; challenges;; abundant;; article;; focuses;; past;; future;; close;; cooperation;; partners;; working;; fields;; technology;; education;; cultural;; heritage;; bien;; que;; l;; œuvre;; ecrivain;; neerlandais;; soit;; deja;; tâche;; difficile;; aujourd;; hui;; il;; ne;; suffit;; plus;; seulement;; publier;; le;; vingt;; quatre;; dans;; presse;; puisque;; projet;; realise;; champ;; etudes;; litteraires;; lequel;; usage;; conscient;; detaille;; textes;; edites;; est;; evidence;; faut;; communiquer;; valeur;; philologie;; avec;; beaucoup;; d;; comme;; connu;; pour;; revision;; continue;; ses;; pourrait;; sensibiliser;; discours;; academique;; au;; processus;; textuel;; fluidite;; textuelle;; creant;; numeriques;; partie;; son;; litteraire;; qui;; integrent;; du;; creatif;; critique;; genetique;; meme;; temps;; developper;; gamme;; diffusion;; lieu;; principalement;; cadre;; groupe;; relativement;; petit;; chercheurs;; interesses;; etudiants;; autres;; specialistes;; par;; consequence;; if;; deployer;; choisies;; faconnees;; afin;; atteindre;; nouveaux;; groupes;; diversifies;; parmi;; lecteurs;; large;; y;; enjeux;; etant;; donne;; numerique;; emergente;; transitoire;; changements;; marche;; livre;; cet;; traite;; serie;; historiques;; actuelles;; sont;; developpees;; partenaires;; domaines;; technologie;; patrimoine;; culturel","10.16995/dscn.5","textual scholarship;; publishing;; literary theory;; literary culture;; humanities;; digital culture;; cultural heritage;; criticism;; art history;; art"
"Dalhousie University","chapter;; extends;; research;; genealogies;; modernist;; laboratories;; aesthetic;; scientific;; corporate;; relationship;; formation;; contemporary;; digital;; humanities;; media;; collaboratories;; trajectory;; project;; broadly;; conceived;; leads;; modular;; principles;; early;; twentieth;; century;; industrial;; design;; avant;; garde;; aesthetics;; implementation;; architecture;; construction;; mid;; science;; labs;; modularization;; markup;; languages;; interoperable;; tools;; collaborative;; cross;; disciplinary;; lab;; environments;; late;; twenty;; first;; centuries;; doing;; so;; traverse;; conjuncture;; multiple;; modularities;; disciplinarities;; art;; source;; code;; historical;; contexts;; cultural;; postindustrial;; modernities;; ce;; chapitre;; va;; recherche;; sur;; laboratoires;; modernistes;; esthetiques;; scientifiques;; institutionnels;; leurs;; relations;; sciences;; humaines;; numeriques;; contemporaines;; collaboratoires;; nouveaux;; medias;; trajectoire;; projet;; au;; sens;; large;; mene;; principes;; modulaires;; du;; industriel;; debut;; vingtieme;; siecle;; l;; esthetique;; mise;; Å“uvre;; modulaire;; dans;; milieu;; par;; modules;; langages;; balisage;; outils;; interoperables;; environnements;; collaboratifs;; pluridisciplinaires;; fin;; vingt;; unieme;; enfin;; je;; passe;; conjoncture;; multiples;; modularites;; disciplinarites;; jusqu;; aux;; codes;; contextes;; historiques;; modernites;; culturelles;; industrielles;; postindustrielles","10.16995/dscn.10","modular architecture;; modernism;; humanities;; art history;; art"
"","essay;; examines;; possibilities;; creating;; digital;; editions;; representations;; social;; topographical;; networks;; time;; space;; rather;; standalone;; versions;; printed;; books;; presente;; dissertation;; etudie;; possibilites;; creer;; numeriques;; comme;; reseaux;; sociaux;; topographiques;; dans;; le;; temps;; l;; espace;; plutot;; que;; electroniques;; autonomes;; livres;; imprimes","10.16995/dscn.11","narrative;; chronotope;; art history;; art"
"Texas A&M University;; Simon Fraser University","chapter;; assess;; existing;; digital;; projects;; feature;; women;; manuscripts;; c;; 1550;; 1900;; aid;; research;; literature;; history;; cultural;; studies;; argue;; best;; remediations;; contribute;; paradoxically;; both;; hypermediacy;; elements;; remind;; users;; faced;; manuscript;; immediacy;; aspects;; hide;; remediation;; encourage;; reflect;; medium;; showcase;; range;; scholarly;; engagement;; variety;; sites;; british;; literary;; online;; perdita;; jane;; austen;; fiction;; analyzing;; resources;; demonstrates;; teachers;; scholars;; evaluating;; highlight;; practices;; digitization;; point;; directions;; dans;; ce;; chapitre;; nous;; evaluons;; comment;; projets;; numeriques;; qui;; presentent;; manuscrits;; femmes;; vers;; peuvent;; aider;; recherche;; litterature;; histoire;; etudes;; culturelles;; soutenons;; que;; meilleures;; contribuent;; paradoxalement;; fois;; leur;; hypermedialite;; ces;; rappellent;; l;; utilisateur;; qu;; il;; n;; est;; pas;; confronte;; manuscrit;; instantaneite;; dissimulent;; encouragent;; ne;; songer;; au;; presentons;; gamme;; d;; engagements;; erudits;; possibles;; par;; entremise;; plusieurs;; incluant;; litteraires;; britanniques;; ligne;; analyse;; ressources;; demontre;; celles;; ci;; etre;; le;; mieux;; utilisees;; professeur;; universitaires;; evaluant;; mettons;; evidence;; pratiques;; pour;; numerisation;; ouvrons;; voie;; nouvelles;; orientations","10.16995/dscn.12","palaeography;; manuscript culture;; ligne;; immediacy;; humanities;; digital humanities;; art history;; art"
"Victoria University of Wellington","book;; history;; disciplinary;; focus;; materiality;; circulation;; texts;; textual;; objects;; contribute;; domain;; digital;; humanities;; chapter;; probes;; legacy;; d;; f;; mckenzie;; notion;; broken;; phials;; indeterminate;; example;; flagship;; project;; printers;; web;; undertaken;; wai;; te;; ata;; press;; victoria;; university;; wellington;; zealand;; offers;; enhanced;; metacritical;; understanding;; nineteenth;; century;; knowledge;; networks;; points;; directions;; scholarship;; twenty;; first;; l;; optique;; disciplinaire;; sur;; materialite;; textes;; objets;; textuels;; histoire;; du;; livre;; peut;; grandement;; contribuer;; au;; domaine;; humanites;; numeriques;; ce;; chapitre;; examine;; heritage;; fioles;; brisees;; indetermines;; faisant;; appel;; exemple;; projet;; phare;; numerique;; entrepris;; universite;; nouvelle;; zelande;; le;; offre;; meilleure;; comprehension;; meta;; critique;; reseaux;; connaissances;; dix;; neuvieme;; siecle;; ouvre;; voie;; nouvelles;; orientations;; matiere;; erudition;; textuelle;; vingt;; unieme","10.16995/dscn.13","textual scholarship;; spatial thinking;; materiality;; discipline;; digital humanities;; art history;; art"
"Huron University College","chapter;; examines;; textual;; traditions;; inform;; design;; affordances;; three;; inke;; digital;; tools;; namely;; newradial;; dynamic;; table;; contexts;; bubblelines;; turning;; earlier;; exemplars;; sammelbande;; foldout;; engravings;; illustrates;; certain;; commonalities;; past;; media;; similarly;; examining;; material;; evidence;; renaissance;; readers;; manuscript;; tables;; contents;; supplements;; print;; indexes;; considers;; long;; history;; customization;; lies;; behind;; applications;; today;; short;; invites;; situate;; series;; seemingly;; unrelated;; tradition;; ce;; chapitre;; examine;; diverses;; textuelles;; qui;; guident;; conception;; trois;; outils;; numeriques;; c;; est;; dire;; radial;; examinant;; exemplaires;; reference;; textuels;; plus;; anciens;; comme;; le;; gravures;; reliees;; illustre;; certains;; points;; commun;; entre;; medias;; actuels;; meme;; facon;; preuves;; substantielles;; lecteurs;; y;; compris;; matieres;; manuscrites;; index;; imprimes;; etudie;; longue;; histoire;; personnalisation;; cache;; derriere;; bon;; nombre;; nos;; jours;; bref;; invite;; situer;; serie;; d;; au;; sein;; textuelle;; beaucoup;; ancienne;; apparemment;; sans;; lien","10.16995/dscn.7","the renaissance;; lien;; humanities;; art history;; art"
";; ","genre;; scholarly;; edition;; diverse;; forms;; generally;; involves;; reproduction;; original;; source;; material;; context;; apparatus;; consisting;; annotations;; add;; value;; text;; explaining;; editorial;; decisions;; passage;; drawing;; attention;; interesting;; place;; linking;; sections;; facsimile;; secondary;; scholarship;; acts;; contextualization;; primary;; concerned;; instead;; embedded;; additions;; placed;; margins;; footers;; appendices;; separate;; engaged;; every;; case;; footnote;; marginal;; note;; part;; say;; something;; editor;; body;; else;; target;; commentary;; association;; essence;; open;; annotation;; emerging;; standard;; world;; wide;; web;; associating;; content;; manner;; sense;; one;; piece;; another;; express;; purpose;; foundation;; shared;; canvas;; data;; model;; chapter;; approach;; representing;; digital;; editions;; shareable;; form;; le;; l;; critique;; est;; divers;; dans;; toutes;; ses;; formes;; mais;; il;; represente;; generalement;; documents;; originale;; contexte;; d;; appareil;; academique;; consistant;; qui;; ajoutent;; valeur;; au;; texte;; expliquant;; editoriales;; prises;; particulier;; attirant;; vers;; endroit;; interessant;; ou;; reliant;; avec;; document;; secondaire;; cet;; sert;; contextualiser;; primaire;; auquel;; lie;; lieu;; etre;; integres;; ces;; ajouts;; sont;; places;; marges;; bas;; page;; annexes;; separees;; impliquees;; chaque;; cas;; qu;; agisse;; marge;; autre;; partie;; nous;; pouvons;; dire;; chose;; fournie;; par;; editeur;; corps;; associe;; agit;; comme;; cible;; du;; commentaire;; cette;; meme;; ouverte;; norme;; emergente;; pour;; associer;; ainsi;; contenu;; ce;; sens;; soit;; element;; precis;; base;; modele;; donnees;; que;; presentons;; chapitre;; methode;; visant;; representer;; reproductions;; numeriques;; forme;; partageable","10.16995/dscn.16","source material;; humanities;; facsimile;; chose;; art history;; art;; annotation"
"University of Toronto","","10.16995/dscn.254","world wide web;; linguistics;; history;; corpus linguistics"
"Canada Research Chair in Humanities Computing, University of#R##N#Victoria","my;; paper;; discuss;; technique;; introduce;; text;; literary;; studies;; class;; loosely;; parlour;; game;; famous;; humiliation;; called;; shame;; david;; lodge;; changing;; places;; group;; academics;; attempt;; top;; public;; shameful;; gap;; professional;; knowledge;; rather;; propagating;; accumulation;; embarrassing;; gaps;; readers;; recall;; professor;; never;; read;; hamlet;; wins;; loses;; his;; job;; admission;; champions;; one;; down;; dirty;; techniques;; prevent;; potentially;; situations;; neither;; good;; nor;; academic;; research;; value;; classroom;; invariably;; yields;; significant;; impact;; students;; playing;; lays;; strong;; foundation;; appropriate;; address;; topic;; resume;; je;; discuterai;; ici;; d;; utilisee;; pour;; presenter;; l;; analyse;; textes;; litteraires;; classe;; etudes;; elle;; inspire;; certaine;; facon;; jeu;; litteraire;; rendu;; celebre;; sous;; le;; nom;; egalement;; appele;; honte;; dans;; ou;; groupe;; universitaires;; tentent;; surpasser;; rendant;; publiques;; lacunes;; plus;; honteuses;; leur;; expertise;; professionnelle;; plutot;; que;; encourager;; scandaleuses;; lecteurs;; souviendront;; professeur;; qui;; n;; jamais;; lu;; remporte;; partie;; mais;; perd;; son;; emploi;; suite;; aveu;; honteux;; cette;; nous;; montre;; comment;; peut;; utiliser;; texte;; rapide;; pratique;; eviter;; potentiellement;; ne;; represente;; ni;; bonne;; recherche;; universitaire;; utilite;; salle;; car;; donne;; toujours;; resultats;; impressionne;; etudiants;; effet;; ce;; c;; est;; etablir;; base;; solide;; poursuivre;; consciencieuse;; du;; sujet","10.16995/dscn.132","shame;; professional knowledge;; parlour;; nous;; literary criticism;; jamais vu;; humiliation;; humanities;; hamlet;; art history;; art"
"Carleton University;; Carleton University","building;; internet;; resource;; native;; american;; language;; east;; cree;; last;; four;; years;; full;; challenges;; rewards;; focus;; technical;; order;; discuss;; both;; problems;; encountered;; context;; solutions;; explored;; illustrate;; discussion;; examples;; oral;; stories;; database;; developed;; collaboration;; education;; consultants;; speakers;; 2002;; 2004;; advocate;; approach;; includes;; fast;; prototyping;; open;; source;; development;; engine;; design;; balances;; speed;; availability;; features;; resources;; resume;; pendant;; quatre;; ans;; nous;; avons;; confronte;; le;; defi;; construire;; ressources;; d;; langue;; amerindienne;; cri;; l;; est;; limitons;; ici;; aux;; defis;; techniques;; afin;; discuter;; fois;; problemes;; poses;; par;; ce;; contexte;; particulier;; que;; envisagees;; explorees;; notre;; inclut;; exemples;; base;; donnees;; recits;; oraux;; developpee;; avec;; crie;; locuteurs;; natifs;; preconisons;; approche;; qui;; programmation;; rapide;; prototypes;; developpement;; ouverte;; conception;; moteur;; realise;; compromis;; optimal;; entre;; vitesse;; acces;; fonctions;; diverses;; usage","10.16995/dscn.131","the internet;; participatory action research;; native american;; information technology;; humanities;; database;; art"
"Leiden University","digital;; textuality;; defining;; nature;; uses;; literacy;; same;; degree;; printing;; done;; gutenberg;; invention;; article;; explores;; implications;; one;; fundamental;; differences;; screen;; paper;; substrates;; fluidity;; versus;; fixity;; textualite;; numerique;; definira;; usages;; culture;; dans;; meme;; mesure;; que;; le;; fait;; l;; imprimerie;; depuis;; explore;; fondamentales;; entre;; supports;; ecran;; papier;; caractere;; fluide;; du;; par;; rapport;; au;; fixe","10.16995/dscn.15","textuality;; literacy;; humanities;; art history;; art"
"University of Victoria","principal;; aim;; internet;; shakespeare;; editions;; create;; publish;; works;; student;; scholar;; actor;; general;; reader;; form;; native;; medium;; focus;; date;; texts;; edited;; hypertext;; capable;; annotated;; both;; text;; multimedia;; objects;; infrastructure;; created;; tapor;; portal;; research;; opportunity;; go;; edition;; integrating;; capabilities;; offered;; textual;; software;; develop;; interface;; permits;; user;; beyond;; hard;; links;; editor;; basic;; structure;; explore;; more;; fluid;; way;; play;; extend;; exploration;; relevant;; writers;; period","10.16995/dscn.154","world wide web;; the internet;; publication;; literature;; hypertext;; dream;; computer science"
"University of Victoria;; University of Victoria;; University of Victoria;; University of Victoria","article;; describes;; development;; auditory;; coding;; system;; web;; xml;; database;; document;; analyze;; speech;; infants;; canada;; morocco;; france;; china;; allow;; researchers;; international;; research;; project;; department;; linguistics;; university;; victoria;; collaborate;; data;; collection;; facilitating;; better;; understanding;; phonetic;; diverse;; language;; backgrounds;; hypothesize;; employ;; laryngeal;; constriction;; primary;; means;; first;; months;; life;; experience;; base;; learn;; sounds;; native;; second;; half;; year;; preliminary;; english;; speaking;; support;; hypothesis","10.16995/dscn.156","xml database;; text mining;; speech development;; natural language processing;; international research;; first language;; data collection;; computer science;; coding system;; artificial intelligence"
"Univeristy of Saskatchewan;; Acadia University","introduction;; provide;; context;; collection;; essays;; asks;; question;; textual;; studies;; going;; age;; powerful;; easy;; access;; digitized;; documents;; text;; brief;; survey;; historical;; technological;; methodological;; developments;; led;; moment;; discuss;; intersections;; editing;; book;; history;; phenomenology;; reading;; increasingly;; information;; interface;; design;; role;; digital;; humanities;; played;; facilitating;; conclude;; summary;; chapters;; contained;; volume;; dans;; cette;; nous;; placons;; son;; contexte;; recueil;; d;; essais;; qui;; posent;; suivante;; quelle;; direction;; prennent;; etudes;; textuelles;; epoque;; ou;; l;; acces;; textes;; numerises;; est;; puissant;; facile;; le;; cadre;; courte;; enquete;; progres;; historiques;; technologiques;; methodologiques;; ont;; donne;; lieu;; ce;; discutons;; entre;; edition;; histoire;; du;; livre;; phenomenologie;; lecture;; ainsi;; que;; plus;; informatiques;; conception;; sciences;; humaines;; numeriques;; joue;; pour;; faciliter;; ces;; concluons;; avec;; bref;; sommaire;; chapitres;; contenus","10.16995/dscn.267","twenty first century;; phenomenology;; nous;; interface design;; humanities;; digital humanities;; art history;; art"
"University of Victoria","paper;; enumerates;; technologically;; naive;; humanist;; wish;; list;; type;; text;; tools;; developed;; tapor;; project","10.16995/dscn.155","world wide web;; wish list;; humanism;; data science;; computer science"
"University of Calgary","manuscript;; transcription;; cotton;; nero;; x;; project;; graphetic;; level;; captures;; distinguishable;; glyph;; scribe;; organized;; series;; xml;; entities;; codicological;; dtd;; search;; count;; algorithm;; appied;; database;; information;; initial;; statistical;; data;; reveals;; dramatic;; changes;; writing;; system;; two;; points;; roughly;; coincident;; quire;; boundaries;; textual;; hypotheses;; guide;; investigation;; phenomenon;; include;; possibility;; substantial;; gaps;; time;; separated;; work;; copying;; four;; middle;; english;; poems;; make","10.16995/dscn.248","xml;; writing system;; statistical analysis;; natural language processing;; middle english;; literature;; glyph;; copying;; artificial intelligence;; art"
"Université du Québec à Montréal;; Université du Québec à Montréal","paper;; research;; main;; objective;; explore;; text;; mining;; techniques;; application;; thematical;; philosophical;; corpus;; first;; part;; software;; numexco;; experiment;; focusing;; modular;; approach;; second;; applied;; descartes;; discours;; methode;; his;; meditations;; metaphysiques;; demonstrates;; computer;; assisted;; technology;; allow;; user;; rapidly;; identify;; navigate;; different;; themes;; found;; humanities;; texts","10.16995/dscn.247","thematic analysis;; text mining;; software;; natural language processing;; modular design;; information retrieval;; computer science;; artificial intelligence"
"Northwestern University","article;; describes;; origin;; principles;; practices;; potential;; nameless;; shakespeare;; electronic;; edition","10.16995/dscn.249","literature;; electronic edition;; art"
"Ohio State University","","10.16995/dscn.157","sociology;; politics;; gender studies;; ethnology;; citizenship"
"University of Toronto","arte;; english;; poesie;; putative;; author;; george;; puttenham;; applies;; word;; u201ctune;; u201d;; he;; says;; refers;; musical;; structure;; poetic;; metre;; saying;; u201cour;; maker;; his;; measures;; concordes;; sundry;; proportions;; doth;; counterfait;; harmonicall;; tunes;; my;; italics;; vocall;; instrumentall;; musickes;; uses;; refer;; literally;; number;; duration;; syllables;; stress;; spoken;; pitch;; segmental;; features;; combinations;; elements;; create;; rhythms;; verse;; usage;; supported;; citations;; dating;; 1500;; 1700;; oed;; working;; copy;; lexicons;; early;; modern;; database;; evidence;; supporting;; eleven;; contemporary;; hard;; dictionaries;; bilingual;; rhetoric;; handbooks;; sherry;; 1550;; cooper;; 1584;; thomas;; 1587;; coote;; 1596;; minsheu;; 1599;; cawdrey;; 1604;; florio;; 1598;; 1611;; cotgrave;; cockeram;; 1623;; blount;; 1656;; signify;; rhythm;; prosody;; synonym;; u201caccent;; signifies;; syllable;; lexical;; works;; easy;; explain;; more;; difficult;; words;; lexicographers;; expectation;; readers;; familiar;; suggests;; people;; renaissance;; generally;; heard;; language;; poets;; describe;; ben;; jonson;; shakespeare;; may;; exploited;; poetry","10.16995/dscn.168","syllable;; spoken language;; prosody;; poetry;; musical form;; musical;; metre;; literature;; linguistics;; early modern english;; art"
"Fine Arts Cultural Studies, faculty of Fine Arts, York#R##N#University","advent;; miniaturization;; mass;; data;; storage;; becomes;; collect;; relatively;; large;; amounts;; aspects;; everyday;; life;; sets;; placed;; flexible;; organized;; database;; contexts;; explore;; unique;; interesting;; ways;; paper;; discuss;; my;; media;; art;; works;; set;; created;; called;; oh;; spaces;; otes;; contains;; material;; collected;; cycling;; around;; toronto;; canada;; 15;; month;; collection;; period;; one;; image;; captured;; minute;; gps;; global;; positioning;; system;; position;; three;; times;; local;; weather;; conditions;; downloaded;; environment;; web;; site;; hour;; 25;; 000;; images;; basis;; explorations;; place;; creative;; illuminate;; variety;; approaches;; am;; resume;; avec;; miniaturisation;; le;; stockage;; donnees;; massif;; il;; devient;; rassembler;; quantite;; considerable;; d;; informations;; concernant;; vie;; quotidienne;; stockees;; facon;; dans;; contextes;; specifiques;; base;; ces;; peuvent;; faire;; l;; objet;; exploration;; interessante;; cet;; article;; je;; discuterai;; mes;; nouveaux;; travaux;; medias;; bases;; sur;; ensemble;; que;; j;; appelle;; ont;; ete;; rassemblees;; lors;; promenades;; bicyclette;; pendant;; cette;; periode;; mois;; capturee;; fois;; par;; systeme;; positionnement;; environ;; trois;; atmospheriques;; locales;; telechargees;; du;; environnement;; toutes;; heures;; contient;; c;; est;; realise;; oeuvres;; creation;; qui;; explorent;; lieux;; pour;; illustrer;; eventail;; approches;; emploie;; discutera;; basees","10.16995/dscn.133","web site;; media arts;; database;; collection period;; art"
"Sheridan Institute of Technology;; ","cunningham;; richard;; september;; 2008;; coincidental;; technologies;; moving;; parts;; early;; books;; hypertext;; chwp;; gibson;; susan;; april;; 2009;; web;; possibilities;; faculty;; sharing;; ideas;; technology;; integration;; teaching;; guertin;; carolyn;; complicity;; interactivity;; theories;; feminist;; game;; play;; junker;; marie;; odile;; radu;; luchian;; eastcree;; org;; databases;; participatory;; action;; research;; information;; siemens;; ray;; playing;; shame;; one;; technique;; introducing;; text;; literary;; studies;; classroom;; sinclair;; don;; database;; vehicle;; reconceiving;; place;; media;; art;; interface","10.16995/dscn.127","technology integration;; shame;; participatory action research;; media studies;; literary criticism;; interactivity;; information technology;; hypertext;; humanities;; computer science;; complicity"
"University of British Columbia;; University of Victoria","","10.16995/dscn.161","political science;; library science;; humanities computing;; digital humanities"
"University of Alberta","faculty;; members;; beginning;; technology;; teaching;; more;; attention;; integration;; needed;; professional;; development;; experiences;; play;; important;; part;; supporting;; endeavours;; postsecondary;; level;; ad;; hoc;; nature;; involving;; interested;; individuals;; seen;; sought;; someone;; skilled;; computers;; help;; glenn;; 2002;; calls;; work;; area;; identifying;; viable;; models;; preparing;; infuse;; teacher;; education;; programs;; paper;; share;; elements;; wide;; model;; designed;; large;; ttfe;; website;; developed;; provide;; includes;; practical;; resources;; seeking;; ways;; make;; effective;; learning;; technologies;; suite;; online;; tools;; integrates;; ideas;; both;; people;; institutions;; different;; enhance;; opportunities;; engage;; hands;; active;; student;; centred;; approaches;; transforming;; courses;; lines;; resume;; enseignants;; utilisent;; plus;; technologie;; cela;; nous;; amene;; pencher;; sur;; modalites;; son;; le;; developpement;; professionnel;; peut;; jouer;; pour;; l;; enseignant;; role;; soutient;; cependant;; general;; au;; niveau;; post;; secondaire;; est;; improvise;; cas;; par;; n;; que;; ceux;; qui;; ont;; besoin;; particulier;; combler;; sont;; recherche;; quelqu;; expert;; informatique;; reclame;; d;; probleme;; identifier;; modeles;; viables;; aident;; infuser;; dans;; programmes;; professeur;; cette;; presentation;; je;; decris;; certaines;; dimensions;; modele;; concu;; ensemble;; grande;; faculte;; site;; web;; enseignement;; avec;; ete;; developpe;; fournir;; inclut;; ressources;; pratiques;; destinees;; aux;; veulent;; servir;; apprentissage;; facon;; efficace;; outils;; ligne;; integre;; ce;; concerne;; differentes;; manieres;; optimiser;; idees;; autres;; etablissements;; secondaires;; tout;; aussi;; bien;; celles;; notre;; occasions;; faire;; experience;; directe;; approches;; actives;; centrees;; etudiant;; egalement;; renseigner;; utilisation;; transformer;; leurs;; cours;; selon;; ces","10.16995/dscn.129","use of technology;; technology integration;; teacher education;; professional development;; ligne;; humanities;; computer technology;; art"
"McMaster University","one;; problem;; humanities;; computing;; automatic;; interpretation;; electronic;; texts;; computers;; interpret;; aide;; paper;; propose;; variants;; turing;; test;; imagine;; if;; computer;; assisted;; argue;; way;; forward;; developing;; models;; successful;; machine;; interpreters;; work;; regular;; expression;; recognition;; manipulation;; built;; programming;; languages;; common;; fashion","10.16995/dscn.251","turing test;; regular expression;; natural language processing;; interpreter;; humanities computing;; computer aided;; computer science;; artificial intelligence"
"McMaster University","literary;; text;; tools;; take;; advantage;; networked;; resources;; potential;; graphical;; interfaces;; despite;; several;; initiatives;; over;; years;; little;; success;; developing;; collaboratively;; creating;; interoperable;; framework;; development;; article;; initial;; work;; towards;; markup;; language;; taml;; foster;; distributed;; standardization;; vocabulary;; requires;; difficult;; choices;; entails;; beneficial;; examination;; needs;; practices;; community;; both;; technical;; specification;; product;; sociological;; introspection","10.16995/dscn.253","world wide web;; vocabulary;; text mining;; standardization;; markup language;; introspection;; interoperability;; information retrieval;; distributed development;; computer science;; collaborative application markup language"
"University of Victoria;; ;; ","","10.16995/dscn.250","xpath;; xml database;; world wide web;; javascript;; art"
"University of Victoria","beginning;; assumption;; text;; algorithmic;; approaches;; textual;; navigation;; provide;; foundation;; dynamic;; scholarly;; edition;; 2002;; began;; number;; conversations;; varying;; degrees;; formality;; chiefly;; exclusively;; researchers;; portal;; research;; tapor;; initiative;; my;; working;; paper;; intended;; recount;; generically;; salient;; points;; discussions;; document;; important;; stage;; thinking;; future","10.16995/dscn.252","salient;; performance art;; linguistics;; library science;; formality;; art"
"University of Otago","","10.16995/dscn.159","virtual community;; sociology;; social space;; public sphere;; public relations"
"York University","","10.16995/dscn.255","web application;; multimedia;; computer science"
