AA.DAfN,AW,DOI,F.FN
"National Scientific and Technical Research Council","diferencia;; entre;; testimonios;; es;; uno;; problemas;; fundamentales;; critica;; textual;; siglo;; xix;; disciplina;; termino;; desarrollar;; herramienta;; disenada;; para;; dar;; cuenta;; esta;; variacion;; ediciones;; impresas;; aparato;; critico;; pie;; pagina;; tecnica;; permitia;; almacenar;; y;; visualizar;; informacion;; manera;; eficiente;; dentro;; paradigma;; tipografico;; pero;; digital;; recomendable;; aprovechar;; caracteristicas;; medios;; electronicos;; crear;; nuevas;; maneras;; explorar;; este;; articulo;; evalua;; criticamente;; dos;; formas;; mas;; comunes;; codificar;; variantes;; que;; han;; surgido;; ultimas;; decadas;; modulo;; critical;; apparatus;; tei;; graficos","10.5944/rhd.vol.2.2018.22250","philosophy;; humanities"
"","este;; artigo;; tem;; como;; enfoque;; figura;; cativo;; portugues;; espanhol;; o;; preso;; europeu;; que;; encontra;; em;; uma;; situacao;; cativeiro;; regiao;; distante;; escritos;; epistolares;; privados;; dos;; seculos;; xvi;; xviii;; compilados;; pelo;; projeto;; digital;; p;; post;; scriptum;; utilizo;; minha;; analise;; ferramenta;; voyant;; tools;; estudos;; sobre;; experiencia;; por;; friedman;; 1983;; vanderbeets;; 1973;; voigt;; 2008;; 2009;; objetivo;; analisar;; diferencas;; entre;; relatada;; nas;; correspondencias;; escritas;; pelos;; proprios;; cativos;; cartas;; na;; qual;; ele;; mencionado;; terceira;; pessoa;; vemos;; foco;; sofrimento;; confinamento;; trabalho;; duro;; eles;; passam;; assim;; suplicas;; deus;; desejo;; manter;; contato;; com;; familiares;; enquanto;; dificuldades;; da;; nao","10.5944/rhd.vol.2.2018.22333","philosophy;; humanities"
"Institut des Hautes Études de l'Amérique latine (IHEAL-CREDA)","esta;; resena;; hace;; referencia;; programming;; historian;; proyecto;; que;; reune;; tutoriales;; programas;; gratuitos;; utiles;; para;; investigacion;; historica;; describimos;; presentamos;; sus;; autores;; y;; metodos;; trabajo;; finalizamos;; con;; principales;; aportes;; este;; sitio","10.5944/rhd.vol.2.2018.22420","humanities;; art"
"Complutense University of Madrid","este;; articulo;; presenta;; ventajas;; y;; desafios;; investigacion;; realizada;; partir;; prensa;; digitalizada;; con;; metodos;; herramientas;; digitales;; tanto;; para;; ciencias;; humanas;; general;; como;; estudios;; literarios;; mujer;; plantea;; transformacion;; condiciones;; que;; ha;; traido;; consigo;; digitalizacion;; masiva;; periodica;; problemas;; epistemologicos;; ello;; acarrea;; conjunto;; proyectos;; novedosos;; curso;; propone;; lineas;; posibles;; desarrollo;; futuro;; ya;; es;; muy;; inmediato","10.5944/rhd.vol.2.2018.22527","humanities"
"Complutense University of Madrid","biblioteca;; digital;; mnemosine;; es;; instrumento;; desarrollado;; por;; grupos;; ilsa;; ingenieria;; lenguaje;; software;; y;; aplicaciones;; loep;; otra;; edad;; plata;; universidad;; complutense;; madrid;; que;; almacena;; informacion;; sobre;; literatura;; olvidada;; con;; fin;; comprender;; mejor;; este;; periodo;; literario;; para;; ello;; recoge;; serie;; datos;; comunes;; todas;; obras;; asi;; como;; otros;; especificos;; varian;; dependiendo;; coleccion;; estudiando;; esta;; manera;; adapta;; al;; enfoque;; le;; quiera;; dar;; cada;; momento;; misma;; flexibilidad;; estructura;; parte;; tecnica;; empleado;; permite;; su;; base;; sea;; facilmente;; contrastada;; completada;; otras;; bibliotecas;; facilidad;; modifica;; requisitos;; investigacion;; punto;; fuerte;; lo;; diferencia;; digitales","10.5944/rhd.vol.2.2018.22337","humanities;; art"
"University of Paris","numero;; 73;; revista;; francesa;; medievales;; langues;; textes;; histoires;; universite;; paris;; 8;; publicado;; otono;; 2017;; analiza;; impacto;; que;; ha;; supuesto;; giro;; digital;; turn;; para;; estudio;; textos;; edad;; media;; mas;; alla;; efecto;; moda;; humanidades;; digitales;; han;; transformado;; manera;; trabajar;; sobre;; ultimos;; diez;; anos;; y;; su;; influencia;; extendido;; al;; conjunto;; disciplinas;; estudios","10.5944/rhd.vol.2.2018.22637","humanities;; art"
"","frente;; estudios;; filologicos;; contexto;; literario;; que;; prima;; tradicionalmente;; tecnica;; close;; reading;; adso;; es;; proyecto;; pionero;; dentro;; humanidades;; digitales;; basa;; aplicacion;; analisis;; macroanalitico;; y;; distante;; importante;; corpus;; sonetos;; lengua;; castellana;; siglos;; oro;; xvi;; xvii;; disponible;; repositorio;; github;; uso;; metodos;; linguistica;; computacional;; permite;; su;; vez;; visualizar;; rasgos;; comunes;; mas;; recurrentes;; por;; lo;; respecta;; caracteristicas;; semanticas;; metricas;; castellanos;; renacimiento;; barroco","10.5944/rhd.vol.2.2018.22634","humanities;; art"
"Universidad Internacional de La Rioja;; Universidad Internacional de La Rioja","este;; articulo;; presenta;; primer;; lugar;; proceso;; trabajo;; para;; construccion;; biblioteca;; electronica;; textual;; teatro;; espanol;; 1868;; 1936;; grupo;; humanidades;; y;; edicion;; digital;; ghedi;; dentro;; decisiones;; labores;; realizadas;; hasta;; fecha;; encontramos;; eleccion;; autores;; obras;; que;; han;; editado;; con;; lenguaje;; marcado;; xml;; tei;; metadatos;; utilizacion;; posterior;; grafos;; analisis;; piezas;; dramaticas;; segundo;; reflexion;; sobre;; valor;; uso;; alcance;; empleados;; partir;; estudio;; elaborados;; dos;; electra;; benito;; perez;; galdos;; luces;; bohemia;; valle;; inclan","10.5944/rhd.vol.3.2019.23144","humanities;; art"
"Biblioteca Nacional de EspaÃ±a","biblioteca;; nacional;; espana;; es;; cabecera;; sistema;; bibliotecario;; espanol;; departamento;; musica;; y;; audiovisuales;; preserva;; fuentes;; unicas;; espanola;; cultura;; hispanica;; tanto;; escritas;; como;; sonoras;; desde;; mayo;; 2010;; bne;; ha;; estado;; involucrado;; digitalizacion;; sistematica;; sus;; archivos;; partituras;; registros;; sonoros;; otono;; comenzo;; con;; coleccion;; mas;; 80;; volumenes;; canto;; llano;; siglos;; xv;; al;; xix;; junio;; 2011;; puso;; disposicion;; usuarios;; seleccion;; 31;; 135;; historicos;; importantes;; anteriores;; 1930;; ademas;; 15;; 000;; grabaciones;; palabra;; registradas;; soportes;; sonido;; discos;; pizarra;; perforados;; rollos;; pianola;; por;; lo;; digital;; constituye;; punto;; partida;; dado;; su;; valor;; patrimonial;; para;; reutilizacion;; contenidos;; desarrollo;; productos;; servicios;; culturales;; este;; ano;; red;; presentan;; nuevo;; espacio;; virtual;; bnelab;; juego;; filarmonico;; nuestra;; primera;; propuesta;; tecnologico;; realizado;; partir;; manuscrito;; siglo;; xviii;; que;; conserva;; fondos","10.5944/rhd.vol.3.2019.23169","humanities;; art"
"Universidad Nacional de Educación a Distancia;; Universidad Nacional de Educación a Distancia","planteamos;; reconstruccion;; virtual;; algunos;; arcos;; que;; erigieron;; con;; motivo;; entrada;; felipe;; lisboa;; comienzos;; verano;; 1619;; incidiendo;; especialmente;; policromia;; ornatos;; efimeros;; hemos;; utilizado;; para;; ello;; tecnologia;; digital;; tendencia;; cada;; dia;; gana;; mas;; adeptos;; por;; sus;; posibilidades;; educativas;; y;; aplicado;; color;; siguiendo;; noticias;; comentaron;; fuentes;; impresas;; epoca;; encontrar;; plasmar;; aquella;; arte;; efimero;; durante;; antiguo;; regimen;; es;; tema;; venimos;; investigando;; desde;; perspectiva;; enfoque;; tiene;; consideracion;; dificultad;; entrana;; verificacion;; lo;; policromo;; pero;; intentamos;; recuperar;; uno;; aspectos;; esenciales;; fiesta;; edad;; moderna;; alguna;; forma;; ha;; sido;; relegado;; obstante;; debemos;; recalcar;; trata;; planteamiento;; hipotesis;; propuesta;; inserta;; grupo;; trabajo;; proyectos;; innovacion;; docente;; universidad;; nacional;; educacion;; distancia;; asi;; como;; proyecto;; d;; apropiaciones;; hibridaciones;; entre;; artes;; plasticas;; escenicas;; har2015;; 70089;; p;; cual;; forman;; parte;; autoras","10.5944/rhd.vol.3.2019.23172","humanities;; art"
"University of Málaga","intencion;; principal;; este;; articulo;; es;; presentar;; resultados;; proyecto;; artmedgis;; msca;; h2020;; grant;; agreement;; 699818;; objetivo;; evaluar;; intercambios;; artisticos;; mediterraneo;; tardomedieval;; traves;; aplicacion;; sistemas;; informacion;; geografica;; sig;; partiendo;; estudio;; tres;; elementos;; preseleccionados;; muqarnaṣ;; arcos;; herradura;; apuntados;; y;; denominadas;; masŷid;; o;; masāŷid;; al;; ŷanā;; iz;; uso;; ha;; permitido;; elaborar;; numerosos;; materiales;; cartograficos;; innovadores;; para;; analizar;; diferentes;; fenomenos;; ligados;; distribucion;; anteriormente;; mencionados","10.5944/rhd.vol.3.2019.23190","humanities;; art"
"Austrian Academy of Sciences;; Austrian Academy of Sciences;; Ruder Boskovic Institute;; Dipartimento di Fisica e Astronomia & INFN Catania","rapid;; development;; digital;; tools;; infrastructures;; years;; application;; variety;; disciplines;; transformed;; store;; access;; retrieve;; information;; us;; shaped;; ways;; knowledge;; diverse;; cultural;; context;; presented;; re;; exploreat;; project;; builds;; upon;; austrian;; european;; identity;; aspect;; language;; dialects;; unlike;; standard;; languages;; times;; globalization;; considerable;; threat;; diminishing;; ultimately;; poses;; risk;; intangible;; record;; history;; tangible;; culture;; expressed;; paper;; elaborate;; possibilities;; means;; infrastructure;; services;; egi;; engage;; offer;; revealing;; giving;; unique;; traditional;; contained;; resource;; example;; bavarian;; austria;; dbo;; allow;; heterogeneous;; corpus;; data;; virtually;; exploited;; preserved;; flexibility;; internet;; become;; visible;; searchable;; extractable;; digitization;; efforts;; hidden;; narratives;; uncovered;; enriched;; shared;; benefit;; society","10.5944/rhd.vol.3.2019.23188","world wide web;; the internet;; political science;; narrative;; knowledge society;; globalization;; digitization;; cultural identity;; cultural diversity;; cloud computing"
"University of Lisbon;; University of Vienna","paper;; discusses;; objectives;; methodologies;; istres;; iberian;; studies;; reference;; site;; project;; http;; letras;; ulisboa;; pt;; online;; platform;; tools;; researchers;; field;; include;; searchable;; bibliographic;; database;; relevant;; scholars;; frequent;; news;; updates;; happenings;; discipline;; hand;; 1;; 786;; references;; currently;; included;; order;; obtain;; more;; detailed;; image;; status;; today;; allow;; draw;; conclusions;; current;; configuration","10.5944/rhd.vol.3.2019.23402","reference site;; database;; computer science;; bibliographic database"
"Universidade Federal do EspÃ­rito Santo;; University of Granada;; University of Granada","esta;; investigacion;; cualitativa;; exploramos;; diferentes;; aspectos;; catalogos;; artisticos;; digitales;; espanoles;; ya;; que;; estos;; constituyen;; elemento;; clave;; para;; difusion;; y;; patrimonio;; cultural;; considerable;; heterogeneidad;; fondos;; organos;; gestores;; ha;; dado;; como;; resultado;; panorama;; complejo;; por;; lo;; hecho;; necesaria;; seleccion;; previa;; muestra;; pesar;; ningun;; modelo;; digital;; examinado;; favorezca;; completamente;; acceso;; universal;; al;; ellos;; emergen;; ideas;; practicas;; capaces;; dar;; respuesta;; necesidades;; sociedad;; plural;; diversificada;; visibilizacion;; positivos;; aquellos;; son;; mejorables;; intenta;; mostrar;; potencial;; dinamizador;; herramienta;; responda;; todos;; publicos","10.5944/rhd.vol.3.2019.23515","linea;; humanities;; art"
"University of Barcelona","gis;; constituyen;; herramienta;; gran;; interes;; para;; representacion;; y;; analisis;; datos;; historicos;; habiendo;; trabajado;; con;; ellos;; durante;; mas;; quince;; anos;; presente;; articulo;; pretende;; doble;; objetivo;; por;; lado;; presentar;; algunas;; investigaciones;; realizadas;; sobre;; territorio;; economia;; paisaje;; espiritual;; epoca;; medieval;; otro;; reflexionar;; utilidad;; investigacion;; historica;; sus;; oportunidades;; exitos;; limitaciones;; experiencia;; trabajo;; demuestra;; que;; son;; plataforma;; util;; historico;; aunque;; su;; potencial;; es;; mucho;; mayor;; somos;; capaces;; aprovechar;; quienes;; manera;; autodidacta;; utilizamos;; nuestra;; tal;; obstaculo;; solo;; puede;; superarse;; partir;; creacion;; equipos;; interdisciplinarios;; afrontar;; principales;; retos;; futuro;; 3d;; uso;; algoritmos;; complejos","10.5944/rhd.vol.3.2019.23510","humanities;; art"
"University of Castillaâ€“La Mancha","durante;; dias;; 7;; 8;; y;; 9;; noviembre;; 2017;; celebro;; facultad;; letras;; ciudad;; real;; seminario;; titulado;; historia;; humanidades;; digitales;; con;; francisco;; fernandez;; izquierdo;; csic;; j;; moreno;; diaz;; campo;; uclm;; david;; martin;; lopez;; como;; coordinadores;; mostro;; asistentes;; utilidad;; que;; posee;; tecnologia;; cara;; facilitar;; trabajo;; marco;; disciplina;; historica;; poniendo;; manifiesto;; distintas;; funcionalidades;; enfoques;; avances;; informatica;; ponen;; disposicion;; profesionales;; aunque;; pueden;; ser;; aplicados;; cualquier;; humanistica;; tuvieron;; lugar;; total;; 6;; conferencias;; ademas;; taller;; introduccion;; al;; uso;; gestores;; bibliograficos;; zotero;; exposicion;; titulada;; videojuegos;; edad;; media","10.5944/rhd.vol.3.2019.23612","humanities;; digital humanities;; art"
"Medialab UGR","lykourentzou;; ioanna;; naudet;; yannick;; vandenabeele;; luc;; lopez;; nores;; martin;; vassilakis;; costas;; bikakis;; antonis;; solano;; jaime;; giannakopoulos;; giorgios;; vasilakaki;; evgenia;; pazos;; arias;; jose;; juan;; crosscult;; empowering;; reuse;; digital;; cultural;; heritage;; context;; aware;; crosscuts;; european;; history;; coord;; luxembourg;; institute;; science;; technology;; 2016;; 2019;; https;; www;; eu;; cordis;; europa;; project;; rcn;; 200492;; factsheet","10.5944/rhd.vol.3.2019.24057","reuse;; political science;; library science;; cultural heritage"
"Universidad de Mar del Plata","eiroa;; san;; francisco;; matilde;; coord;; historia;; y;; memoria;; red;; nuevo;; reto;; para;; historiografia;; editorial;; sintesis;; madrid;; 2018","10.5944/rhd.vol.3.2019.24058","memoria;; humanities;; art"
"Spanish National Research Council","este;; texto;; resena;; principales;; iniciativas;; humanidades;; digitales;; relacionadas;; con;; estudios;; islamicos;; clasicos;; openiti;; consiste;; corpus;; textos;; pre;; modernos;; que;; pretende;; establecer;; infraestructura;; tecnologica;; necesaria;; para;; incorporar;; nuevas;; formas;; analisis;; y;; tratamiento;; computacional;; informacion","10.5944/rhd.vol.4.2019.24167","humanities;; art"
"","uno;; grandes;; intereses;; humanidades;; digitales;; es;; sinergia;; entre;; herramientas;; tecnologicas;; y;; tareas;; u;; objetos;; humanisticos;; asi;; como;; consecuente;; preservacion;; patrimonio;; historico;; cultural;; sea;; cual;; su;; soporte;; resultado;; mas;; inmediato;; esta;; simbiosis;; contribucion;; diferentes;; campos;; conocimiento;; traves;; por;; ejemplo;; creacion;; pro;; investigacion;; equipo;; responsable;; proyecto;; read;; creo;; 2016;; transkribus;; plataforma;; transcripcion;; asistida;; concebida;; para;; mejorar;; tecnicas;; reconocimiento;; texto;; manuscrito;; htr;; sus;; metas;; tal;; delata;; nombre;; son;; enriquecimiento;; material;; archivo","10.5944/rhd.vol.4.2019.24186","humanities;; art"
"","objetivo;; primero;; esta;; resena;; consiste;; acercarnos;; publicacion;; dentro;; campo;; que;; experimentando;; importante;; desarrollo;; pero;; caso;; lengua;; espanola;; aun;; necesita;; avances;; reflexiones;; sobre;; tareas;; facilitan;; recursos;; digitales;; solo;; para;; ayudar;; al;; proceso;; digitalizacion;; con;; fin;; seguir;; comprendiendo;; nuestro;; pasado;; sino;; crear;; merced;; tecnologia;; nuevos;; materiales;; didacticos;; presente;; vez;; propiciar;; dialogo;; academico;; abierto;; interpretar;; enfoques;; teoricos;; y;; metodologicos;; futuro;; cercano;; ademas;; pretende;; facilitar;; consulta;; trabajos;; publicados;; estas;; actas;; forma;; puedan;; observarse;; aquellos;; aspectos;; disciplina;; humanidades;; debe;; consolidarse;; o;; otros;; reconfigurarse;; su;; abandonarse;; por;; ser;; especificos;; representativos","10.5944/rhd.vol.4.2019.24189","humanities;; art"
"","resena;; volumen;; bleier;; roman;; burgermeister;; martina;; klug;; helmut;; w;; neuber;; frederike;; y;; schneider;; gerlinde;; eds;; digital;; scholarly;; editions;; interfaces;; norderstedt;; books;; demand;; 2018;; isbn;; 9783748109259","10.5944/rhd.vol.4.2019.24190","on demand;; humanities;; art"
"","literary;; criticism;; devoted;; interpreting;; work;; w;; wordsworth;; tries;; one;; hand;; overcome;; moderate;; directly;; accept;; manifest;; opposition;; against;; science;; scientific;; practices;; poet;; maintains;; mainly;; throughout;; his;; prelude;; examine;; conceptual;; basis;; hostile;; attitude;; digitally;; analyzing;; lexicon;; permit;; confirming;; hostility;; towards;; more;; precisely;; prejudice;; modern;; allow;; humanized;; perception;; nature;; argue;; latent;; enchanted;; worldview;; weberian;; sense;; suitable;; sentimental;; description;; natural;; landscape;; explanatory;; knowledge","10.5944/rhd.vol.4.2019.24395","sociology;; prejudice;; perception;; opposition;; natural landscape;; literary criticism;; lexicon;; hostility;; epistemology;; conceptual basis"
"","esta;; resena;; evalua;; trabajo;; mas;; reciente;; ted;; underwood;; distant;; horizons;; digital;; evidence;; literary;; change;; publicado;; 2019;; por;; universidad;; chicago;; autor;; aborda;; diferentes;; cuestiones;; historia;; literatura;; partir;; aplicacion;; metodos;; cuantitativos","10.5944/rhd.vol.4.2019.24217","humanities;; art"
"University of Miami","este;; articulo;; explora;; concepto;; datos;; informaticos;; aplicados;; humanidades;; traves;; tres;; perspectivas;; diferentes;; primer;; lugar;; analiza;; significado;; termino;; desde;; punto;; vista;; historico;; y;; situa;; contexto;; digitales;; prestando;; atencion;; su;; acepcion;; mas;; tecnica;; continuacion;; discute;; sobre;; naturaleza;; tipologias;; abordan;; algunos;; debates;; ultimos;; anos;; como;; es;; aparente;; objetividad;; por;; ultimo;; conexion;; con;; produccion;; gestion;; analisis;; toma;; consideracion;; fenomeno;; big;; data;; desafios;; aplicacion;; terreno;; pretende;; definitiva;; poner;; relieve;; papel;; central;; quehacer;; humanistico;; para;; humanista;; actual;; existen;; competencias;; basicas;; ineludibles","10.5944/rhd.vol.4.2019.24679","philosophy;; humanities;; digital humanities"
"","relacion;; entre;; patrimonio;; cultural;; y;; medios;; comunicacion;; ha;; tenido;; transformacion;; con;; incursion;; recursos;; digitales;; este;; trabajo;; comprende;; esta;; partir;; par;; explicaciones;; teoricas;; primera;; ellas;; concepto;; sociedad;; red;; establecido;; por;; manuel;; castells;; otro;; lado;; proceso;; mediatizacion;; que;; delinea;; stig;; hjarvard;; para;; acercarnos;; forma;; deductiva;; fenomeno;; analizan;; caracteristicas;; biblioteca;; digital;; instituto;; nacional;; antropologia;; historia;; resignificacion;; desde;; plano","10.5944/rhd.vol.4.2019.25110","humanities;; art"
"","presente;; trabajo;; intentaremos;; realizar;; acercamiento;; distintos;; proyectos;; que;; han;; vinculado;; metalenguaje;; marcado;; xml;; con;; ciencias;; historiograficas;; lo;; relativo;; codificacion;; textual;; revisaremos;; posteriormente;; tres;; estandares;; mas;; empleados;; para;; textos;; y;; valoraremos;; cual;; es;; adecuado;; nuestras;; disciplinas;; poniendo;; especial;; enfasis;; aspectos;; susciten;; mayor;; problematica;; orden;; su;; adaptacion;; casos;; ello;; suceda;; como;; informacion;; referida;; al;; analisis;; diplomatico;; trataremos;; encontrar;; posible;; solucion;; por;; ultimo;; expondremos;; cuales;; son;; algunos;; resultados;; podemos;; esperar;; partir;; transformacion;; documentos;; paso;; podria;; ayudar;; convencer;; beneficios;; respecto;; ediciones;; incluyen;; este;; recurso","10.5944/rhd.vol.4.2019.25136","philosophy;; humanities"
"","este;; trabajo;; abordan;; cambios;; que;; ha;; sufrido;; concepto;; edicion;; desde;; perspectiva;; nuevo;; genero;; expresion;; literaria;; literatura;; digital;; detallan;; generos;; con;; mayor;; proyeccion;; repasando;; su;; historia;; y;; actualidad;; nuevas;; formulas;; han;; surgido;; raiz;; anteriores;; es;; aquellos;; aspectos;; o;; herramientas;; nuevos;; estas;; producciones;; motivado;; codigos;; formatos;; programas;; informaticos;; produccion;; aparatos;; mecanismos;; lectura;; usuarios;; son;; lectores;; visualizadores;; participes;; etc;; metodos;; espacios;; preservacion","10.5944/rhd.vol.4.2019.25185","humanities"
";; ","presente;; articulo;; describen;; dos;; estudios;; caso;; aplicacion;; tecnologias;; procesamiento;; lenguaje;; natural;; pln;; o;; linguistica;; computacional;; para;; crear;; interfaces;; navegacion;; corpus;; cuales;; facilitan;; acceso;; informacion;; relevancia;; cuestiones;; investigacion;; ciencias;; sociales;; humanidades;; presta;; tambien;; atencion;; como;; estas;; analisis;; automatico;; texto;; pueden;; ayudar;; enriquecer;; ediciones;; digitales;; academicas;; ello;; describe;; igualmente;; marco;; teorico;; que;; conecta;; citadas;; con;; edicion;; digital;; academica;; y;; reflexiona;; sobre;; aplicaciones;; descritas","10.5944/rhd.vol.4.2019.25186","philosophy;; humanities"
"University of WÃ¼rzburg","este;; articulo;; profundiza;; disenos;; corpus;; literarios;; planteando;; y;; siguiendo;; cada;; parte;; proceso;; completo;; realizar;; diferencia;; mayoria;; estudios;; divulgacion;; humanidades;; digitales;; que;; suelen;; tener;; por;; objeto;; analisis;; datos;; o;; resultados;; mismo;; focaliza;; estadio;; previo;; preparacion;; para;; confeccion;; tarea;; defiende;; como;; central;; trabajo;; resulta;; perfecta;; guia;; metodologica;; investigador;; interesado;; sacar;; adelante;; proyecto;; basado;; cuantitativos;; tanto;; cubre;; todos;; estadios;; orienta;; explicaciones;; hacia;; casos;; practicos;; ha;; sido;; confeccionado;; formado;; con;; experiencia;; campo;; autor;; textos;; espanol","10.5944/rhd.vol.4.2019.25187","humanities"
"","este;; articulo;; reflexiona;; y;; defiende;; importancia;; editor;; siglo;; xxi;; para;; ello;; traza;; recorrido;; desde;; lachmann;; hasta;; actualidad;; edicion;; cientifica;; textos;; clasicos;; nacidos;; oralidad;; o;; escritura;; medieval;; digitales;; realizada;; con;; herramientas;; plantea;; que;; es;; texto;; digital;; sus;; similitudes;; diferencias;; escrito;; oral;; asi;; como;; implicaciones;; esto;; tiene;; hora;; hacer;; critica;; por;; ultimo;; establece;; principios;; deberan;; guiar;; desarrollo;; ediciones;; apuesta;; modelo;; conjugue;; tres;; niveles;; facsimil;; transcripcion;; critico;; hipertextual;; permita;; incluir;; recuperar;; alto;; grado;; informacion","10.5944/rhd.vol.4.2019.25188","philosophy;; humanities;; hasta"
";; ","o;; presente;; trabalho;; relata;; experiencia;; curso;; python;; para;; pesquisadores;; das;; ciencias;; sociais;; humanas;; em;; face;; dificuldades;; estudantes;; possuirem;; letramento;; necessario;; capacita;; torno;; da;; producao;; novas;; metodologias;; capazes;; recuperar;; tratar;; bases;; dados;; outros;; conteudos;; digitais;; seria;; possivel;; encontrar;; didaticas;; condicoes;; praticas;; capacitar;; pesquisador;; modo;; que;; ele;; consiga;; desenvolver;; mais;; autonomia;; identificar;; confrontar;; realizar;; uma;; heuristica;; grandes;; volumes;; aplicacao;; demonstrou;; ampliar;; leque;; possibilidades;; pesquisa;; os;; permitindo;; inclusive;; estes;; vislumbrem;; oportunidades;; interlocucao;; dentro;; humanidades","10.5944/rhd.vol.4.2019.25245","philosophy;; humanities"
";; ","quienes;; futuro;; nos;; lean;; que;; principios;; siglo;; xxi;; escribimos;; sobre;; cuestiones;; como;; esta;; ocupa;; edicion;; digital;; es;; posible;; vean;; nosotros;; aquellos;; difundian;; finales;; xv;; o;; comienzos;; xvi;; misterios;; nuevo;; invento;; para;; fabricar;; libros;; ellos;; somos;; conscientes;; estamos;; ante;; cambio;; tecnologico;; altera;; cosas;; sin;; sepamos;; definir;; anticipar;; muy;; bien;; sentido;; veces;; uno;; podria;; pensar;; ser;; humano;; mas;; capaz;; inventar;; comprender;; sus;; inventos","10.5944/rhd.vol.4.2019.25953","humanities"
